© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Palbo28 vs Cycling0	RB1	 	transcription regulator	Activated	5.254	 	9.26E-54	ARHGAP11A,ASF1B,ATAD2,AURKB,BARD1,BCL2,BIRC5,BLM,BRCA1,BUB1,CCNA2,CCNB1,CCNE2,CDC25A,CDC25C,CDC6,CDCA4,CDCA5,CDK1,CDK2,CDT1,CENPK,CHAF1A,DDX11,DEK,DEPDC1,DHFR,DLGAP5,DONSON,E2F1,E2F2,EZH2,FAM111A,FANCA,FBXO5,FEN1,FST,GMNN,GPR19,H1-5,H2AX,HMGB2,KIF20A,LIG1,MCM10,MCM2,MCM3,MCM4,MCM6,MCM7,MCM8,MELK,MYB,MYBL2,NUSAP1,ORC1,PBK,PCLAF,PCNA,PEG10,PLK1,PRR11,PTTG1,RAD51,RAD51AP1,RANBP1,RBL1,RECQL4,RFC3,RFC4,RMI1,RRM1,RRM2,SPC24,TCF19,TMEM97,TMPO,TP73,TTK,TYMS,UBE2C	211 (14)
Palbo3 vs Cycling0	E2F1	-4.452	transcription regulator	Inhibited	-6.641	bias	1.65E-53	ATAD2,AURKA,AURKB,BCL2,BIRC5,BRCA1,CCNA2,CCNB1,CCNB2,CCNE2,CCNF,CDC20,CDC25A,CDC25B,CDC45,CDC6,CDCA4,CDK1,CDK2,CDKN2C,CDKN2D,CDKN3,CENPU,DBF4,DDX11,DHFR,DLGAP5,E2F1,E2F2,E2F8,ECT2,EZH2,FANCD2,FBXO5,FEN1,FOXM1,GINS1,GMNN,HELLS,HMGB1,HMGB2,HMGN2,IRS1,JPT1,KIF23,MAD2L1,MAD2L2,MCM10,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,mir-25 (includes others),MYB,MYBL2,NDC80,NUSAP1,ORC1,PCLAF,PCNA,POLA1,POLA2,PRIM1,PTTG1,RACGAP1,RAD51,RAD54L,RAET1E,RANBP1,RBL1,RFC2,RFC3,RFC4,RRM1,RRM2,SMC4,STMN1,TK1,TOP2A,TP73,TYMS,UHRF1	215 (14)
Palbo3 vs Cycling0	COPS5	 	transcription regulator	 	-1.821	 	2.67E-53	ANP32E,AURKB,BIRC5,BUB1,CCNA2,CCNF,CDC20,CDKN2C,CENPF,CENPH,DBF4,DDX39A,DEPDC1,DIAPH3,DLGAP5,DSCC1,DTYMK,E2F1,ESPL1,FBXO5,GINS1,H2AX,HELLS,HMGB2,HMGB3,HMMR,KIF11,KIF15,KIF22,KIF23,LBR,LMNB1,MAD2L1,MCM2,MCM5,MCM6,MCM7,MELK,MKI67,MYBL2,NDC80,NEK2,ODC1,PBK,PCNA,PLK4,RFC2,RFC3,RNASEH2A,SAC3D1,SMC2,STIL,STMN1,SUV39H1,TK1,TMPO,TOP2A,TPX2,TROAP,TTK,USP1	258 (16)
Doxo21 vs Cycling0	ZBTB17	 	transcription regulator	 	 	 	3.50E-53	ANLN,ASPM,AURKB,BCL2,BUB1B,CCNA2,CCNB1,CCNB2,CDC20,CDCA8,CDK1,CENPF,CEP55,CKAP2,ECT2,FOXM1,HMMR,IQGAP3,KIF11,KIF18B,KIF20A,KIF22,KIF2C,KIF4A,MKI67,NCAPH,NDC80,NEK2,NUF2,NUSAP1,ODC1,PBK,PIMREG,PLK1,PRC1,RACGAP1,SGO1,SGO2,TOP2A,TPX2,UBE2C	226 (13)
Doxo14 vs Cycling0	COPS5	 	transcription regulator	 	-1.679	 	4.33E-53	ANP32E,AURKB,BIRC5,BUB1,CCNA2,CCNF,CDC20,CDKN2C,CENPF,CENPH,DBF4,DDX39A,DEPDC1,DIAPH3,DLGAP5,DTYMK,E2F1,ESPL1,GINS1,H2AX,HMGB2,HMGB3,HMMR,KIF11,KIF15,KIF22,KIF23,LBR,LMNB1,MAD2L1,MCM2,MCM5,MCM6,MCM7,MELK,MKI67,MYBL2,NDC80,NEK2,PBK,PLK4,RNASEH2A,SMC2,STIL,STMN1,SUV39H1,TK1,TMPO,TOP2A,TPX2,TROAP,TTK,USP1	166 (12)
Palbo28 vs Cycling0	ZBTB17	 	transcription regulator	 	 	 	7.08E-53	ANLN,ASPM,AURKB,BCL2,BUB1B,CAMK2N1,CCNA2,CCNB1,CCNB2,CDC20,CDCA8,CDK1,CENPF,CEP55,CKAP2,ECT2,FOXM1,HMMR,IQGAP3,KIF11,KIF18B,KIF20A,KIF22,KIF2C,KIF4A,MKI67,NCAPH,NDC80,NEK2,NUF2,NUSAP1,ODC1,PBK,PIMREG,PLK1,PRC1,RACGAP1,SGO1,SGO2,TOP2A,TPX2,UBE2C	237 (13)
Palbo28 vs Cycling0	COPS5	 	transcription regulator	 	-1.963	 	9.89E-53	ANP32E,AURKB,BIRC5,BUB1,CCNA2,CCNF,CDC20,CDKN2C,CENPF,CENPH,DBF4,DDX39A,DEPDC1,DIAPH3,DLGAP5,DSCC1,DTYMK,E2F1,ESPL1,FBXO5,GINS1,H2AX,HELLS,HMGB2,HMGB3,HMMR,KIF11,KIF15,KIF22,KIF23,LBR,LMNB1,MAD2L1,MCM2,MCM6,MCM7,MELK,MKI67,MYBL2,NDC80,NEK2,ODC1,PBK,PCNA,PLK4,RFC2,RFC3,RNASEH2A,SAC3D1,SMC2,STIL,STMN1,SUV39H1,TK1,TMPO,TOP2A,TPX2,TROAP,TTK,USP1	251 (16)
Palbo14 vs Cycling0	COPS5	 	transcription regulator	 	-1.821	 	1.35E-52	ANP32E,AURKB,BIRC5,BUB1,CCNA2,CCNF,CDC20,CDKN2C,CENPF,CENPH,DBF4,DDX39A,DEPDC1,DIAPH3,DLGAP5,DSCC1,DTYMK,E2F1,ESPL1,FBXO5,GINS1,H2AX,HELLS,HMGB2,HMGB3,HMMR,KIF11,KIF15,KIF22,KIF23,LBR,LMNB1,MAD2L1,MCM2,MCM5,MCM6,MCM7,MELK,MKI67,MYBL2,NDC80,NEK2,ODC1,PBK,PCNA,PLK4,RFC2,RFC3,RNASEH2A,SAC3D1,SMC2,STIL,STMN1,SUV39H1,TK1,TMPO,TOP2A,TPX2,TROAP,TTK,USP1	261 (17)
Palbo14 vs Cycling0	E2F1	-3.083	transcription regulator	Inhibited	-6.710	bias	1.48E-52	ATAD2,AURKA,AURKB,BCL2,BIRC5,BRCA1,CCNA2,CCNB1,CCNB2,CCNE2,CCNF,CDC20,CDC25A,CDC25B,CDC45,CDC6,CDCA4,CDK1,CDK2,CDKN2C,CDKN2D,CDKN3,CENPU,DBF4,DDX11,DHFR,DLGAP5,E2F1,E2F2,E2F8,ECT2,EZH2,FANCD2,FBXO5,FEN1,FOXM1,GINS1,GMNN,HELLS,HMGB1,HMGB2,HMGN2,JPT1,KCNH1,KIF23,MAD2L1,MAD2L2,MCM10,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,mir-25 (includes others),MYB,MYBL2,NDC80,NUSAP1,ORC1,PCLAF,PCNA,POLA1,POLA2,PRIM1,PTTG1,RACGAP1,RAD51,RAD54L,RAET1E,RANBP1,RBL1,RFC2,RFC3,RFC4,RRM1,RRM2,SMC4,STMN1,TK1,TOP2A,TP73,TYMS,UHRF1	218 (14)
Palbo28 vs Cycling0	E2F1	-1.537	transcription regulator	Inhibited	-6.572	bias	2.12E-52	ATAD2,AURKA,AURKB,BCL2,BIRC5,BRCA1,CCNA2,CCNB1,CCNB2,CCNE2,CCNF,CDC20,CDC25A,CDC25B,CDC45,CDC6,CDCA4,CDK1,CDK2,CDKN2C,CDKN2D,CDKN3,CENPU,DBF4,DDX11,DHFR,DLGAP5,E2F1,E2F2,E2F8,ECT2,EZH2,FANCD2,FBXO5,FEN1,FOXM1,GINS1,GMNN,HELLS,HMGB1,HMGB2,HMGN2,JPT1,KCNH1,KIF23,MAD2L1,MAD2L2,MCM10,MCM2,MCM3,MCM4,MCM6,MCM7,mir-25 (includes others),MYB,MYBL2,NDC80,NUSAP1,ORC1,PCLAF,PCNA,POLA1,POLA2,PRIM1,PTTG1,RACGAP1,RAD51,RAD54L,RANBP1,RBL1,RFC2,RFC3,RFC4,RRM1,RRM2,SMC4,STMN1,TK1,TOP2A,TP73,TYMS,UHRF1	210 (14)
Palbo3 vs Cycling0	ZBTB17	 	transcription regulator	 	 	 	2.50E-52	ANLN,ASPM,AURKB,BCL2,BUB1B,CAMK2N1,CCNA2,CCNB1,CCNB2,CDC20,CDCA8,CDK1,CENPF,CEP55,CKAP2,ECT2,FOXM1,HMMR,IQGAP3,KIF11,KIF18B,KIF20A,KIF22,KIF2C,KIF4A,MKI67,NCAPH,NDC80,NEK2,NUF2,NUSAP1,ODC1,PBK,PIMREG,PLK1,PRC1,RACGAP1,SGO1,SGO2,TOP2A,TPX2,UBE2C	242 (13)
Doxo21 vs Doxo3	ZBTB17	 	transcription regulator	 	 	 	2.55E-52	ANLN,ASPM,AURKB,BCL2,BUB1B,CCNA2,CCNB1,CCNB2,CDC20,CDCA8,CDK1,CENPF,CEP55,CKAP2,FOXM1,HMMR,IQGAP3,KIF11,KIF18B,KIF20A,KIF22,KIF2C,KIF4A,MKI67,NCAPH,NDC80,NEK2,NUF2,NUSAP1,ODC1,PBK,PIMREG,PLK1,PRC1,RACGAP1,SGO1,SGO2,TOP2A,TPX2,UBE2C	213 (13)
Doxo21 vs Cycling0	CCND1	 	transcription regulator	Inhibited	-5.383	 	6.06E-52	ASPM,ATAD2,AURKA,BCL2,BIRC5,BRCA1,BRIP1,CCNA2,CCNE2,CDC45,CDC6,CDCA2,CDCA7,CDCA8,CDK2,CDKN2C,CENPF,CENPH,CENPK,CENPN,CEP55,CIP2A,CLSPN,DEPDC1,DONSON,DTL,E2F1,E2F8,ESCO2,FAM83D,FOXM1,GAS2L3,HJURP,JPT1,KIF11,KIF20A,KIF20B,KIF2C,KIF4A,KNL1,LCORL,MCM10,MCM4,MCM7,MELK,MNS1,MTFR2,MYBL1,NCAPH,PCLAF,PCNA,PLK1,PSMC3IP,RACGAP1,RAD51,RBL1,RMI2,RRM2,SPC25,TPX2,TRIP13,TYMS,UHRF1,ZNF367	239 (19)
Palbo14 vs Cycling0	ZBTB17	 	transcription regulator	 	 	 	7.72E-52	ANLN,ASPM,AURKB,BCL2,BUB1B,CAMK2N1,CCNA2,CCNB1,CCNB2,CDC20,CDCA8,CDK1,CENPF,CEP55,CKAP2,ECT2,FOXM1,HMMR,IQGAP3,KIF11,KIF18B,KIF20A,KIF22,KIF2C,KIF4A,MKI67,NCAPH,NDC80,NEK2,NUF2,NUSAP1,ODC1,PBK,PIMREG,PLK1,PRC1,RACGAP1,SGO1,SGO2,TOP2A,TPX2,UBE2C	245 (13)
Doxo21 vs Cycling0	TP53	 	transcription regulator	Activated	6.216	 	2.06E-51	ANLN,ARHGAP11A,ASF1B,ASPM,ATAD2,AURKA,AURKB,BCL2,BIRC5,BLM,BRCA1,BUB1,BUB1B,CCNA2,CCNB1,CCNB2,CCNE2,CCNF,CDC20,CDC25A,CDC25B,CDC25C,CDC6,CDC7,CDK1,CDK2,CDKN2D,CDKN3,CDT1,CENPA,CENPE,CENPF,CENPK,CEP55,CKAP2,CKS1B,CKS2,CORO1A,CSF1R,CYP24A1,DBF4,DDX11,DDX39A,DEK,DEPDC1,DEPDC1B,DHFR,DLGAP5,DSN1,DTYMK,E2F1,E2F2,E2F8,ESPL1,EXO1,EZH2,FABP5,FAM83D,FANCD2,FANCI,FBL,FEN1,FOXM1,FOXQ1,GINS2,GMNN,GPR19,GTSE1,H1-5,H2AX,H2AZ1,HJURP,HMGB1,HMGB2,HMGN2,HMMR,HOPX,IRS1,KIF20A,KIF22,KIF23,KIF24,KNTC1,KPNA2,LBR,LMNB1,MAD2L1,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MELK,mir-25 (includes others),MIS18A,MKI67,MYBL1,MYBL2,NCAPD3,NCAPG,NCAPH,NDC80,NDE1,NEK2,NUSAP1,ODC1,PBK,PCLAF,PCNA,PLK1,POLA1,POLE2,PRC1,PRIM1,PRR11,PTN,PTTG1,RACGAP1,RAD51,RAD51AP1,RAD54B,RBL1,RECQL4,RFC3,RFC4,RRM1,RRM2,SMC2,SMC4,SPC24,SPC25,SPDL1,STMN1,TIMELESS,TMEM97,TOP2A,TP73,TPX2,TTK,TYMS,UBE2C,UBE2T,UHRF1,WDHD1,XRCC3	209 (13)
Doxo21 vs Doxo3	FOXM1	-2.877	transcription regulator	Inhibited	-5.728	bias	3.27E-51	ASPM,AURKA,AURKB,BIRC5,BRCA2,BRIP1,BUB1B,CCNA2,CCNB1,CCNB2,CCNE2,CCNF,CDC20,CDC25A,CDC25B,CDC25C,CDCA2,CDCA3,CDCA8,CDK1,CDK2,CDKN2C,CDKN2D,CDKN3,CENPA,CENPE,CENPF,CKS1B,CKS2,EZH2,FOXM1,GTSE1,KIF20A,KIF23,KIF2C,LEF1,MAD2L1,MCM8,MKI67,NEK2,NUF2,PCNA,PLK1,PLK4,PRC1,PTTG1,RAD51,RMI1,RRM2,STMN1,TOP2A	232 (18)
Doxo21 vs Doxo3	CCND1	 	transcription regulator	Inhibited	-5.383	 	6.16E-51	ASPM,ATAD2,AURKA,BCL2,BIRC5,BRCA1,BRIP1,CCNA2,CCNE2,CDC45,CDC6,CDCA2,CDCA7,CDCA8,CDK2,CDKN2C,CENPF,CENPH,CENPK,CENPN,CEP55,CIP2A,CLSPN,DEPDC1,DONSON,DTL,E2F1,E2F8,ESCO2,FAM83D,FOXM1,HJURP,JPT1,KIF11,KIF20A,KIF20B,KIF2C,KIF4A,KNL1,MCM10,MCM4,MCM7,MELK,MNS1,MTFR2,MYBL1,NCAPH,PCLAF,PCNA,PLK1,PSMC3IP,RACGAP1,RAD51,RBL1,RMI2,RRM2,SPC25,TPX2,TRIP13,TYMS,UHRF1,ZNF367	229 (19)
Doxo21 vs Doxo3	TP53	 	transcription regulator	Activated	6.441	 	6.58E-51	ANLN,ARHGAP11A,ASF1B,ASPM,ATAD2,AURKA,AURKB,BCL2,BIRC5,BLM,BRCA1,BRCA2,BUB1,BUB1B,CCNA2,CCNB1,CCNB2,CCNE2,CCNF,CDC20,CDC25A,CDC25B,CDC25C,CDC6,CDC7,CDK1,CDK2,CDKN2D,CDKN3,CDT1,CENPA,CENPE,CENPF,CENPK,CEP55,CKAP2,CKS1B,CKS2,CORO1A,CYP24A1,DBF4,DDX11,DEK,DEPDC1,DEPDC1B,DHFR,DLGAP5,DSN1,DTYMK,E2F1,E2F2,E2F8,ESPL1,EXO1,EZH2,FABP5,FAM83D,FANCD2,FANCI,FBL,FEN1,FOXM1,FOXQ1,GINS2,GMNN,GPR19,GTSE1,H1-5,H2AX,H2AZ1,HJURP,HMGB1,HMGB2,HMGN2,HMMR,IRS1,KIF20A,KIF22,KIF23,KIF24,KNTC1,LBR,LMNB1,MAD2L1,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MELK,MKI67,MYBL1,MYBL2,NCAPG,NCAPH,NDC80,NDE1,NEK2,NUSAP1,ODC1,PBK,PCLAF,PCNA,PEG10,PLK1,POLA1,POLE2,PRC1,PRIM1,PTN,PTTG1,RACGAP1,RAD51,RAD51AP1,RAD54B,RBL1,RECQL4,RFC3,RFC4,RRM1,RRM2,S100A2,SMC2,SMC4,SPC24,SPC25,SPDL1,STMN1,TIMELESS,TMEM97,TOP2A,TP73,TPX2,TTK,TYMS,UBE2C,UBE2T,UHRF1,WDHD1,XRCC3	208 (12)
Doxo21 vs Cycling0	FOXM1	-3.797	transcription regulator	Inhibited	-5.640	bias	5.91E-50	ASPM,AURKA,AURKB,BIRC5,BRIP1,BUB1B,CCNA2,CCNB1,CCNB2,CCNE2,CCNF,CDC20,CDC25A,CDC25B,CDC25C,CDCA2,CDCA3,CDCA8,CDK1,CDK2,CDKN2C,CDKN2D,CDKN3,CENPA,CENPE,CENPF,CKS1B,CKS2,EZH2,FOXM1,GTSE1,KIF20A,KIF23,KIF2C,LEF1,MAD2L1,MCM8,MKI67,NEK2,NUF2,PCNA,PLK1,PLK4,PRC1,PRR11,PTTG1,RAD51,RMI1,RRM2,STMN1,TOP2A	241 (20)
Doxo3 vs Cycling0	TBX3	 	transcription regulator	Inhibited	-5.749	bias	2.36E-49	ANLN,ASPM,AURKA,BIRC5,BUB1,BUB1B,CCNA2,CCNB1,CCNB2,CCNF,CDC20,CDCA2,CDCA3,CDCA8,CENPE,CKS2,ECT2,H2AX,IRS1,KIF11,KIF14,KIF20A,KIF23,KIF4A,NCAPH,NEK2,NUF2,PBK,PLK1,PLK4,PRC1,SLC8A1,TOP2A,TPX2,TRIP13,TTK,UBE2C	 
Palbo28 vs Cycling0	FOXM1	-3.927	transcription regulator	Inhibited	-5.728	bias	9.47E-49	ASPM,AURKA,AURKB,BIRC5,BRCA2,BRIP1,BUB1B,CCNA2,CCNB1,CCNB2,CCNE2,CCNF,CDC20,CDC25A,CDC25B,CDC25C,CDCA2,CDCA3,CDCA8,CDK1,CDK2,CDKN2C,CDKN2D,CDKN3,CENPA,CENPE,CENPF,CKS1B,CKS2,EZH2,FOXM1,GTSE1,KIF20A,KIF23,KIF2C,LEF1,MAD2L1,MCM8,MKI67,NEK2,NUF2,PCNA,PLK1,PLK4,PRC1,PRR11,PTTG1,RAD51,RMI1,RRM2,STMN1,TOP2A	251 (18)
Palbo28 vs Cycling0	CCND1	 	transcription regulator	Inhibited	-5.291	 	1.10E-48	ASPM,ATAD2,AURKA,BCL2,BIRC5,BRCA1,BRIP1,CCNA2,CCNE2,CDC45,CDC6,CDCA2,CDCA7,CDCA8,CDK2,CDKN2C,CENPF,CENPH,CENPK,CENPN,CEP55,CIP2A,CLSPN,DEPDC1,DONSON,DTL,E2F1,E2F8,ESCO2,FAM83D,FOXM1,GAS2L3,HJURP,JPT1,KIF11,KIF20A,KIF20B,KIF2C,KIF4A,KNL1,LCORL,MCM10,MCM4,MCM7,MELK,MNS1,MTFR2,MYBL1,NCAPH,PCLAF,PCNA,PLK1,PSMC3IP,RACGAP1,RAD51,RBL1,RRM2,SPC25,TMSB15A,TPX2,TRIP13,TYMS,UHRF1,ZNF367	245 (19)
Doxo21 vs Cycling0	E2F3	 	transcription regulator	Inhibited	-5.246	bias	1.11E-48	BIRC5,CCNA2,CCNB1,CCNB2,CDC25A,CDC45,CDC6,CDCA3,CDCA4,CDK1,CDK2,DEK,DHFR,E2F1,E2F2,EZH2,FBXO5,HMGB2,LBR,MAD2L1,MCM10,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,mir-25 (includes others),MYB,MYBL2,NCAPG2,NECTIN1,ORC1,PCLAF,PCNA,PLK1,POLA1,POLA2,PRC1,PTMA,PTN,PTTG1,RAD51,RBL1,RRM1,RRM2,TK1,TMPO,TP73,TPX2,UBE2C	199 (12)
Palbo14 vs Cycling0	CCND1	 	transcription regulator	Inhibited	-5.383	 	2.47E-48	ASPM,ATAD2,AURKA,BCL2,BIRC5,BRCA1,BRIP1,CCNA2,CCNE2,CDC45,CDC6,CDCA2,CDCA7,CDCA8,CDK2,CDKN2C,CENPF,CENPH,CENPK,CENPN,CEP55,CIP2A,CLSPN,DEPDC1,DONSON,DTL,E2F1,E2F8,ESCO2,FAM83D,FOXM1,GAS2L3,HJURP,JPT1,KIF11,KIF20A,KIF20B,KIF2C,KIF4A,KNL1,LCORL,MCM10,MCM4,MCM7,MELK,MNS1,MTFR2,MYBL1,NCAPH,PCLAF,PCNA,PLK1,PSMC3IP,RACGAP1,RAD51,RBL1,RMI2,RRM2,SPC25,TMSB15A,TPX2,TRIP13,TYMS,UHRF1,ZNF367	254 (19)
Palbo3 vs Cycling0	FOXM1	-5.181	transcription regulator	Inhibited	-5.728	bias	4.41E-48	ASPM,AURKA,AURKB,BIRC5,BRCA2,BRIP1,BUB1B,CCNA2,CCNB1,CCNB2,CCNE2,CCNF,CDC20,CDC25A,CDC25B,CDC25C,CDCA2,CDCA3,CDCA8,CDK1,CDK2,CDKN2C,CDKN2D,CDKN3,CENPA,CENPE,CENPF,CKS1B,CKS2,EZH2,FOXM1,GTSE1,KIF20A,KIF23,KIF2C,LEF1,MAD2L1,MCM8,MKI67,NEK2,NUF2,PCNA,PLK1,PLK4,PRC1,PRR11,PTTG1,RAD51,RMI1,RRM2,STMN1,TOP2A	257 (19)
Palbo28 vs Cycling0	TP53	 	transcription regulator	Activated	5.892	 	6.13E-48	ANLN,ARHGAP11A,ASF1B,ASPM,ATAD2,AURKA,AURKB,BCL2,BIRC5,BLM,BRCA1,BRCA2,BUB1,BUB1B,CAMK2N1,CCNA2,CCNB1,CCNB2,CCNE2,CCNF,CDC20,CDC25A,CDC25B,CDC25C,CDC6,CDC7,CDK1,CDK2,CDKN2D,CDKN3,CDT1,CENPA,CENPE,CENPF,CENPK,CEP55,CKAP2,CKS1B,CKS2,CORO1A,CSF1R,CYP24A1,DBF4,DDX11,DDX39A,DEK,DEPDC1,DEPDC1B,DHFR,DLGAP5,DSN1,DTYMK,E2F1,E2F2,E2F8,ESPL1,EXO1,EZH2,FABP5,FAM83D,FANCD2,FANCI,FBL,FEN1,FOXM1,FOXQ1,GINS2,GMNN,GPR19,GTSE1,H1-5,H2AX,H2AZ1,HJURP,HMGB1,HMGB2,HMGN2,HMMR,HOPX,KIF20A,KIF22,KIF23,KIF24,KNTC1,KPNA2,LBR,LMNB1,MAD2L1,MCAM,MCM2,MCM3,MCM4,MCM6,MCM7,MELK,mir-25 (includes others),MIS18A,MKI67,MYBL1,MYBL2,NCAPD3,NCAPG,NCAPH,NDC80,NDE1,NEK2,NUSAP1,ODC1,PBK,PCLAF,PCNA,PEG10,PLK1,POLA1,POLE2,PRC1,PRIM1,PRR11,PTN,PTTG1,RACGAP1,RAD51,RAD51AP1,RAD54B,RBL1,RECQL4,RFC3,RFC4,RRM1,RRM2,S100A2,SMC2,SMC4,SPC24,SPC25,SPDL1,STMN1,TIMELESS,TMEM97,TMSB15A,TOP2A,TP73,TPX2,TRIM6,TTK,TYMS,UBE2C,UBE2T,UHRF1,WDHD1,XRCC3	212 (12)
Palbo3 vs Cycling0	CCND1	 	transcription regulator	Inhibited	-5.383	 	7.16E-48	ASPM,ATAD2,AURKA,BCL2,BIRC5,BRCA1,BRIP1,CCNA2,CCNE2,CDC45,CDC6,CDCA2,CDCA7,CDCA8,CDK2,CDKN2C,CENPF,CENPH,CENPK,CENPN,CEP55,CIP2A,CLSPN,DEPDC1,DONSON,DTL,E2F1,E2F8,ESCO2,FAM83D,FOXM1,GAS2L3,HJURP,JPT1,KIF11,KIF20A,KIF20B,KIF2C,KIF4A,KNL1,MCM10,MCM4,MCM7,MELK,MNS1,MTFR2,MYBL1,NCAPH,PCLAF,PCNA,PLK1,PSMC3IP,RACGAP1,RAD51,RBL1,RMI2,RRM2,SPC25,TMSB15A,TPX2,TRIP13,TYMS,UHRF1,ZNF367	250 (19)
Palbo3 vs Cycling0	TP53	 	transcription regulator	Activated	5.979	 	1.45E-47	ANLN,ARHGAP11A,ASF1B,ASPM,ATAD2,AURKA,AURKB,BCL2,BIRC5,BLM,BRCA1,BRCA2,BUB1,BUB1B,CAMK2N1,CCNA2,CCNB1,CCNB2,CCNE2,CCNF,CDC20,CDC25A,CDC25B,CDC25C,CDC6,CDC7,CDK1,CDK2,CDKN2D,CDKN3,CDT1,CENPA,CENPE,CENPF,CENPK,CEP55,CKAP2,CKS1B,CKS2,CORO1A,CSF1R,CYP24A1,DBF4,DDX11,DDX39A,DEK,DEPDC1,DEPDC1B,DHFR,DLGAP5,DSN1,DTYMK,E2F1,E2F2,E2F8,ESPL1,EXO1,EZH2,FABP5,FAM83D,FANCD2,FANCI,FBL,FEN1,FOSL1,FOXM1,GINS2,GMNN,GPR19,GTSE1,H1-5,H2AX,H2AZ1,HJURP,HMGB1,HMGB2,HMGN2,HMMR,HOPX,IRS1,KIF20A,KIF22,KIF23,KIF24,KNTC1,KPNA2,LBR,LMNB1,MAD2L1,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MELK,mir-25 (includes others),MIS18A,MKI67,MYBL1,MYBL2,NCAPD3,NCAPG,NCAPH,NDC80,NDE1,NEK2,NUSAP1,ODC1,PBK,PCLAF,PCNA,PEG10,PLK1,POLA1,POLE2,PRC1,PRIM1,PRR11,PTN,PTTG1,RACGAP1,RAD51,RAD51AP1,RAD54B,RBL1,RECQL4,RFC3,RFC4,RRM1,RRM2,S100A2,SMC2,SMC4,SPC24,SPC25,SPDL1,STMN1,TIMELESS,TMEM97,TMSB15A,TNFRSF11A,TOP2A,TP73,TPX2,TRIM6,TTK,TYMS,UBE2C,UBE2T,UHRF1,WDHD1,XRCC3	217 (12)
Palbo14 vs Cycling0	FOXM1	-5.308	transcription regulator	Inhibited	-5.728	bias	1.75E-47	ASPM,AURKA,AURKB,BIRC5,BRCA2,BRIP1,BUB1B,CCNA2,CCNB1,CCNB2,CCNE2,CCNF,CDC20,CDC25A,CDC25B,CDC25C,CDCA2,CDCA3,CDCA8,CDK1,CDK2,CDKN2C,CDKN2D,CDKN3,CENPA,CENPE,CENPF,CKS1B,CKS2,EZH2,FOXM1,GTSE1,KIF20A,KIF23,KIF2C,LEF1,MAD2L1,MCM8,MKI67,NEK2,NUF2,PCNA,PLK1,PLK4,PRC1,PRR11,PTTG1,RAD51,RMI1,RRM2,STMN1,TOP2A	261 (19)
Doxo21 vs Doxo3	E2F3	 	transcription regulator	Inhibited	-5.475	bias	4.78E-47	BIRC5,CCNA2,CCNB1,CCNB2,CDC25A,CDC45,CDC6,CDCA3,CDCA4,CDK1,CDK2,DEK,DHFR,E2F1,E2F2,EZH2,FBXO5,FST,HMGB2,LBR,MAD2L1,MCM10,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MYBL2,NCAPG2,ORC1,PCLAF,PCNA,PLK1,POLA1,POLA2,PRC1,PTMA,PTN,PTTG1,RAD51,RBL1,RRM1,RRM2,TK1,TMPO,TP73,TPX2,UBE2C	189 (12)
Palbo3 vs Cycling0	E2F3	 	transcription regulator	Inhibited	-5.337	bias	8.70E-47	BIRC5,CCNA2,CCNB1,CCNB2,CDC25A,CDC45,CDC6,CDCA3,CDCA4,CDK1,CDK2,DEK,DHFR,E2F1,E2F2,EZH2,FBXO5,FST,HMGB2,LBR,MAD2L1,MCM10,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,mir-25 (includes others),MYB,MYBL2,NCAPG2,NECTIN1,ORC1,PCLAF,PCNA,PLK1,POLA1,POLA2,PRC1,PTMA,PTN,PTTG1,RAD51,RBL1,RRM1,RRM2,TK1,TMPO,TP73,TPX2,UBE2C	218 (13)
