© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Doxo21 vs Cycling0	NOTCH3	 	transcription regulator	 	0.336	 	3.87E-06	COL18A1,COL3A1,DCN,GPC6,PDGFRB,SGCD,TAGLN,THBS1	 
Doxo21 vs Cycling0	SMAD3	 	transcription regulator	Inhibited	-3.234	bias	3.96E-06	CARMN,COL1A1,COL3A1,LUM,PCOLCE,SERPINE2,SNAI1,TAGLN,THBS1,VCAN,ZFP36	67 (18)
Doxo14 vs Cycling0	HNF1B	 	transcription regulator	Activated	2.345	bias	4.42E-06	CCDC80,COL5A1,COL5A2,LUM,S100A4,SEMA3C,SERPINH1,SNAI1,SPARC	 
Palbo3 vs Cycling0	MRTFA	 	transcription regulator	Activated	2.975	bias	4.64E-06	CCL5,COL1A1,COL3A1,COL5A2,ITGA11,MAP2,PTGS2,SLIT3,TGFB2,TPM2	39 (8)
Doxo14 vs Cycling0	MYC	 	transcription regulator	 	0.815	bias	4.66E-06	CHST15,COL1A1,COL1A2,COL3A1,COL5A1,COL5A2,DDIT4,DUSP2,EFEMP1,FAP,FBN1,GAS1,GBP2,GJA1,LDHA,LOC728743,LUM,PCDH18,PDGFRB,SERPINH1,SNAI1,SPARC,TGFB2,THBS1,THBS2,TNFSF10,ZFP36	81 (17)
Doxo21 vs Doxo3	TAF4	 	transcription regulator	 	 	 	4.69E-06	CDH11,DCN,GAS1,ID2,LUM,THBS1	 
Doxo21 vs Cycling0	HOXD3	 	transcription regulator	Inhibited	-2.000	bias	4.80E-06	COL1A1,TAGLN,TGFBI,THBS1	 
Doxo14 vs Cycling0	ZEB1	 	transcription regulator	 	-1.941	 	4.80E-06	COL1A1,COL1A2,COL3A1,DNM3OS,MUC1,SNAI1,TGFBI,THBS1	85 (17)
Doxo21 vs Cycling0	MRTFA	 	transcription regulator	Inhibited	-2.920	bias	4.89E-06	ACTC1,ACTG2,COL1A1,COL3A1,FHL1,GAS1,MAP2,TAGLN,THBS1	35 (9)
Doxo3 vs Cycling0	HMG20A	 	transcription regulator	Inhibited	-2.630	bias	4.89E-06	PDGFRB,SERPINE1,SGCD,SNAI1,TAGLN,TNFRSF11B,VCAN	 
Palbo14 vs Palbo3	SMAD7	 	transcription regulator	 	-1.134	 	4.89E-06	CCL5,COL6A1,DCN,EFEMP1,FN1,TGFB3,TIMP3	49 (21)
Doxo14 vs Cycling0	GLIS1	 	transcription regulator	 	-1.342	bias	5.17E-06	CHI3L1,COL1A2,EFEMP1,LOXL1,SPARC	 
Doxo21 vs Doxo3	SMAD4	 	transcription regulator	 	-1.344	 	5.37E-06	APLN,CBS,CCL5,FAP,HMCN1,ID2,PTGS2,SERPINE1,SERPINE2,THBS1,TNFAIP6	42 (15)
Palbo28 vs Palbo3	HMG20A	 	transcription regulator	 	0.000	 	5.57E-06	NNMT,PDGFRB,SGCD,TIMP3,TNFRSF11B,VCAN	 
Doxo21 vs Cycling0	TEAD4	 	transcription regulator	Inhibited	-2.574	bias	5.63E-06	COL3A1,FILIP1L,PCDH18,PDGFRL,SNAI1,TAGLN,THBS1	 
Palbo3 vs Cycling0	NEUROG1	 	transcription regulator	 	0.000	 	5.99E-06	C1S,CEMIP,CFH,COL3A1,CYSLTR2,MFAP4	 
Doxo14 vs Cycling0	NEUROG1	 	transcription regulator	 	0.000	 	6.57E-06	CEMIP,COL3A1,FAP,MFAP4,S100A4,THBS1	 
Doxo14 vs Cycling0	KLF11	 	transcription regulator	 	1.633	 	6.66E-06	COL1A2,COL3A1,SERPINH1,SMAD6,SNAI1,TGFB2,THBS1,THBS2	77 (15)
Palbo3 vs Cycling0	SMAD3	 	transcription regulator	Activated	2.883	bias	6.73E-06	CDH11,COL1A1,COL1A2,COL3A1,FBN1,LUM,PTGS2,SPARC,TGFB2,TGFB3,THBS2,TPM2	73 (17)
Doxo21 vs Cycling0	SMAD4	 	transcription regulator	 	-1.566	 	6.76E-06	APLN,CBS,COL1A1,DLL1,FAP,GJA1,HMCN1,PDGFRB,SERPINE2,SNAI1,THBS1,ZFP36	63 (17)
Palbo14 vs Cycling0	SKIL	 	transcription regulator	 	0.737	bias	7.09E-06	CDH11,COL1A2,COL3A1,DCHS1,SERPINE1,THBS2	59 (7)
Palbo14 vs Palbo3	TRIM28	 	transcription regulator	 	0.816	 	7.33E-06	C1orf116,CCL5,CCN4,EFEMP1,HAS1,SLC44A3,WNT10B	 
Palbo14 vs Cycling0	FOXA1	 	transcription regulator	 	-1.414	bias	7.68E-06	ACTC1,ACTG2,CA12,DDIT4,EFNA3,GBP2,P4HA1,PDK1,PPFIA4,STAT5A,TAGLN,TPM2	31 (4)
Palbo14 vs Palbo3	TP63	 	transcription regulator	 	0.566	 	7.95E-06	AK4,BDKRB2,DCN,FN1,FSCN1,HTRA1,PTGS2,RASSF9,SMAD6,SYT7,TGFB3,TIMP3,TNC	49 (13)
Doxo14 vs Cycling0	HAND2	 	transcription regulator	 	1.546	bias	8.55E-06	COL1A1,COL1A2,COL3A1,FAP,GJA1,S100A4	 
Doxo3 vs Cycling0	TEAD4	 	transcription regulator	Inhibited	-2.574	bias	9.04E-06	ARID5B,FILIP1L,LOXL1,PDGFRL,SNAI1,TAGLN,THBS1	 
Palbo28 vs Cycling0	HMG20A	 	transcription regulator	Activated	2.646	bias	9.21E-06	CCL5,DCN,SERPINE1,SGCD,SLIT3,TIMP3,TNFRSF11B	 
Doxo21 vs Doxo3	NOTCH3	 	transcription regulator	 	0.963	 	1.01E-05	CDH11,COL18A1,COL3A1,DCN,SGCD,STAT5A,THBS1	 
Palbo14 vs Cycling0	TEAD2	 	transcription regulator	Activated	2.449	bias	1.02E-05	COL3A1,COL5A2,GPR37,LOXL1,PDGFRL,TAGLN	 
Doxo21 vs Cycling0	FOXA1	 	transcription regulator	 	0.000	bias	1.09E-05	ACTC1,ACTG2,CA12,COL18A1,DDIT4,LDHA,PDGFRB,TAGLN,ZFP36	48 (10)
Doxo21 vs Cycling0	HIF1A	 	transcription regulator	Inhibited	-2.991	bias	1.10E-05	APLN,CA9,COL1A1,COL3A1,DDIT4,FHL1,GJA1,LDHA,RAB20,SNAI1,THBS1,TNFRSF11B,TNFSF10,WNT10B	72 (19)
Palbo14 vs Cycling0	ARID2	 	transcription regulator	Inhibited	-2.400	bias	1.14E-05	CCN4,HAS1,PCDHB3,PTPRN,SNAI1,SSC5D	 
Palbo14 vs Palbo3	RBM14	 	transcription regulator	 	 	 	1.17E-05	HTRA1,LDHA,PDK1	 
Doxo14 vs Cycling0	TP53	 	transcription regulator	Inhibited	-3.574	 	1.18E-05	CA9,CBS,CCDC80,CCN5,COL1A1,COL1A2,COL3A1,COL5A2,DDIT4,DNAJC12,DUSP2,EDIL3,GAS1,GJA1,IGFBP4,INMT,LDHA,LRRC17,NMU,PDGFRB,PTCH2,S100A4,SEMA3C,SERPINH1,SMAD6,SNAI1,TET1,TGFB1I1,TGFB2,TGFBI,THBS1,THBS2,TNFSF10,TSC22D3,VASN,VCAN,ZFP36	75 (16)
Palbo14 vs Cycling0	TEAD3	 	transcription regulator	Activated	2.449	bias	1.27E-05	COL3A1,COL5A2,GPR37,LOXL1,PDGFRL,TAGLN	 
Doxo14 vs Cycling0	GLI1	 	transcription regulator	 	1.148	 	1.28E-05	AKR1C1,AKR1C2,AKR1C3,CA12,CHI3L1,COL1A1,GSTA4,HSD17B6,MMP11,PCDH18,PTCH2,S100A4,SNAI1,TGFB2,ZFP36	 
Doxo14 vs Cycling0	HOXD3	 	transcription regulator	Inhibited	-2.000	bias	1.30E-05	COL1A1,TAGLN,TGFBI,THBS1	 
Palbo3 vs Cycling0	PPARGC1A	 	transcription regulator	Inhibited	-2.449	bias	1.34E-05	CCN4,CEBPD,CFH,COL1A2,DCN,LUM,MAPK8IP2,PDPN,PLA2R1,PTGS2,PTPRN,SLIT3,TNFRSF11B,TNFSF10	64 (18)
Palbo28 vs Cycling0	TP63	 	transcription regulator	 	1.701	 	1.38E-05	AK4,BDKRB2,DCN,DDIT4,DKK3,FN1,FSCN1,HTRA1,ITGB8,PTGS2,SERPINE1,SMAD6,SYT7,TIMP3,TNC,TNFSF10	57 (18)
Palbo3 vs Cycling0	MRTFB	 	transcription regulator	Activated	2.800	bias	1.39E-05	CCL5,COL1A1,COL3A1,COL5A2,ITGA11,MAP2,PTGS2,SLIT3,TGFB2	 
Doxo14 vs Cycling0	VHL	 	transcription regulator	 	0.686	bias	1.41E-05	CA12,CA9,COL1A1,COL1A2,FILIP1L,LDHA,SPARC,TAGLN,TNFSF10	90 (19)
Palbo14 vs Cycling0	HOXA10	 	transcription regulator	 	-1.897	bias	1.42E-05	COL3A1,DBP,ENPP2,FN1,GAS6,INMT,KRT18,PDPN,PROS1,RNASE4	 
Palbo3 vs Cycling0	SMAD7	 	transcription regulator	 	-1.604	 	1.51E-05	CCL5,COL1A1,COL1A2,COL3A1,DCN,TGFB2,TGFB3,TPM2	75 (23)
Palbo14 vs Cycling0	TP73	 	transcription regulator	 	1.920	bias	1.56E-05	BDKRB2,CCN5,COL5A2,DBP,DDIT4,FN1,IGFBP4,ITGB8,PDK1,PDPN,PECAM1,PIEZO2,SERPINE1,SERPINE2,SNAI1,THBS2,TIMP3	101 (18)
Doxo21 vs Cycling0	HTT	 	transcription regulator	Inhibited	-2.236	 	1.61E-05	C1R,CA12,COL18A1,DBP,DCN,DLL1,FHL1,LDHA,MAP2,MFAP4,PDE1C,PDE7B,SERPINH1,ST8SIA4,TAGLN,TGFBI	46 (7)
Doxo21 vs Cycling0	MYC	 	transcription regulator	 	-0.344	bias	1.64E-05	AFMID,CHST15,COL1A1,COL3A1,DDIT4,DUSP2,EFEMP1,FAP,GAS1,GJA1,LDHA,LOC728743,LUM,PCDH18,PDGFRB,SERPINE2,SERPINH1,SNAI1,SPATA13,THBS1,TNFSF10,ZFP36	72 (18)
Palbo3 vs Cycling0	EZH2	 	transcription regulator	 	-1.400	 	1.69E-05	CCL5,CEMIP,COL1A1,COL1A2,COL5A1,FBN1,PCDHB16,PIK3IP1,PTGS2,RASSF9,SPARC,TGFB2,TGFB3,WNT10B	66 (17)
Palbo14 vs Palbo3	SP1	 	transcription regulator	 	1.699	bias	1.75E-05	CBS,CCL5,CHI3L1,FN1,HAS1,JAM2,PDK1,PTGS2,RECK,SNAP25,TIMP3,TNC	53 (20)
Palbo14 vs Cycling0	SOX2	 	transcription regulator	 	0.147	bias	1.80E-05	ANGPT1,CCL5,CCN4,CCN5,DKK3,EFEMP1,KRT18,LIMS2,MYRF,PDK1,PECAM1,SERPINE1,SNAI1,TET1,TIMP3,TSPAN15,VCAN	85 (12)
Palbo14 vs Palbo3	SMAD3	 	transcription regulator	 	1.848	bias	1.82E-05	CARMN,COL6A1,FN1,JAM2,LUM,PTGS2,TGFB3,TIMP3,TNC	43 (18)
Palbo28 vs Cycling0	MRTFA	 	transcription regulator	Activated	2.583	bias	1.90E-05	ACTG2,CCL5,CCN5,FHL1,FN1,PTGS2,SERPINE1,SLIT3,TNC	51 (7)
Palbo14 vs Cycling0	TP63	 	transcription regulator	 	0.927	 	1.98E-05	AK4,BDKRB2,COL5A1,DCN,DDIT4,DKK3,FN1,FSCN1,HTRA1,ITGB8,PTGS2,RASSF9,SERPINE1,SNAI1,SYT7,TAGLN,THBS2,TIMP3,TNC,TNFSF10	108 (20)
Doxo3 vs Cycling0	RAD21	 	transcription regulator	 	 	 	1.98E-05	PCDHGA10,PCDHGA7,PCDHGB3,PCDHGC4,THBS1	 
Palbo14 vs Cycling0	CEBPB	 	transcription regulator	Activated	3.202	bias	2.02E-05	APLN,CCL5,CEBPD,COL1A2,COL3A1,COL5A1,COL5A2,DCN,EDIL3,FN1,IGFBP4,INMT,KRT18,LOXL1,PTGS2,SERPINE1,TNC,TNFAIP6,VCAN	98 (16)
Doxo14 vs Cycling0	TP73	 	transcription regulator	 	-0.891	bias	2.03E-05	CCN5,COL1A1,COL5A2,DDIT4,GJA1,IGFBP4,LDHA,PDGFRB,PIEZO2,SNAI1,TGFB2,THBS1,THBS2,TNS2	81 (15)
Palbo14 vs Palbo3	CEBPD	0.401	transcription regulator	Activated	2.200	bias	2.07E-05	COL6A1,DEPP1,FN1,PTGS2,TNC,TNFAIP6	34 (8)
Doxo14 vs Cycling0	NUPR1	 	transcription regulator	 	1.604	bias	2.07E-05	ASIC1,COL1A1,COL1A2,COL3A1,FUT11,GBP2,GSTA4,HILPDA,HSPA2,MAGI1,PODNL1,RAB17,RIMKLA,S100A4	 
Palbo28 vs Cycling0	SP1	 	transcription regulator	Activated	2.480	bias	2.07E-05	CBS,CCL5,CHI3L1,COL1A2,FN1,HAS1,JAM2,PDK1,PTGS2,RECK,SERPINE1,SNAP25,TIMP3,TNC,TNFSF10	56 (19)
Palbo14 vs Cycling0	TP53	 	transcription regulator	Activated	3.115	 	2.21E-05	ADAMTSL4,AK4,ANGPT1,BDKRB2,CA9,CCL5,CCN5,CEBPD,COL1A2,COL3A1,COL5A2,COL6A2,DBP,DCN,DDIT4,DKK3,DNAJC12,EDIL3,EMILIN1,ENPP2,FN1,GAS6,IGFBP4,INMT,KRT18,NMU,P4HA1,PDK1,PECAM1,PTCH2,PTGS2,PTPRN,RNASE4,SERPINE1,SERPINE2,SNAI1,TET1,THBS2,TIMP3,TNC,TNFSF10,TPD52L1,TPM2,TSC22D3,VASN,VCAN	94 (16)
Palbo14 vs Palbo3	FOXA2	 	transcription regulator	 	 	 	2.27E-05	ACTG2,AK4,CHI3L1,CYSLTR2,DCN,MT1E,PTPRN,SOD3,STAT5A,TGFB3	 
Doxo3 vs Cycling0	CTNNB1	 	transcription regulator	Inhibited	-2.724	bias	2.31E-05	CA9,CDH11,EDIL3,GPAM,JAM2,NRP2,PDE1C,PKP3,S100A4,SEMA3C,SERPINE1,SMAD6,SNAI1,TCF7L1,TNC,TNFRSF11B,TNFSF10,UPB1,VCAN	50 (13)
Palbo14 vs Palbo3	VHL	 	transcription regulator	 	-0.314	bias	2.42E-05	CA12,CA9,CCL5,EGLN3,FN1,LDHA,PDK1	47 (15)
Palbo14 vs Palbo3	NFIC	 	transcription regulator	Activated	2.236	bias	2.45E-05	CHI3L1,COL6A1,HTRA1,LDHA,RASSF9,STAT5A	 
Doxo14 vs Cycling0	TBX5	 	transcription regulator	 	1.554	bias	2.52E-05	COL1A1,COL1A2,COL3A1,FAP,GJA1,S100A4	62 (9)
Doxo3 vs Cycling0	PAX3	 	transcription regulator	 	 	 	2.55E-05	DUSP2,FILIP1L,IFITM2,NMU,RARRES2,TGFB2,TNC,VCAN	 
Doxo21 vs Cycling0	KLF4	 	transcription regulator	 	-1.752	bias	2.62E-05	ACTC1,CHST15,COL1A1,DLL1,EFEMP1,PCDH18,SERPINH1,TAGLN,THBS1,TNFSF10	58 (11)
Palbo14 vs Cycling0	CTNNB1	 	transcription regulator	Activated	2.775	bias	2.62E-05	ACTC1,CA9,CCL5,CCN4,CDH11,COL3A1,EDIL3,ENPP2,FN1,FSCN1,HILPDA,HTRA1,JAM2,PECAM1,PTCH2,PTGS2,SERPINE1,SERPINE2,SNAI1,STAT5A,TIMP3,TNC,TNFRSF11B,TNFSF10,UPB1,VCAN	114 (22)
Palbo14 vs Palbo3	GLI1	 	transcription regulator	 	-1.915	 	2.81E-05	AKR1C2,ANG,C1orf116,CA12,CHI3L1,PTGS2,RNASE4,SYTL2,TIMP3,TNC,WNT2B	 
Doxo21 vs Doxo3	HIF1A	 	transcription regulator	 	0.451	 	2.85E-05	APLN,CCL5,COL3A1,DDIT4,ID2,MUC1,NRN1,PPFIA4,PRKN,PTGS2,SERPINE1,THBS1	45 (18)
Doxo21 vs Doxo3	SMAD3	 	transcription regulator	 	-1.648	 	2.94E-05	CDH11,COL3A1,ID2,LUM,PCOLCE,PTGS2,SERPINE1,SERPINE2,THBS1	42 (20)
Doxo21 vs Cycling0	SMARCA4	 	transcription regulator	Inhibited	-2.624	bias	2.98E-05	ATP6V1B1,COL1A1,DLL1,IFITM2,IGFBP4,LUM,RGS2,SERPINE2,SERPINH1,SNAI1,TAGLN,TCIM,TNFSF10,ZBED10P	70 (14)
Doxo14 vs Cycling0	TEAD1	 	transcription regulator	Inhibited	-2.828	bias	3.00E-05	COL3A1,COL5A2,FILIP1L,LOXL1,PCDH18,PDGFRL,TAGLN,THBS1	23 (3)
Doxo21 vs Doxo3	PRDM16	 	transcription regulator	 	-1.982	 	3.01E-05	ADGRE1,CCL5,COL3A1,DCN,SERPINE1	 
Doxo21 vs Cycling0	TP73	 	transcription regulator	 	-0.942	bias	3.03E-05	COL18A1,COL1A1,DBP,DDIT4,GJA1,IGFBP4,LDHA,PDGFRB,SERPINE2,SNAI1,THBS1,TNS2	63 (13)
Palbo28 vs Palbo3	PPARGC1A	 	transcription regulator	 	0.412	 	3.11E-05	ANG,CFH,DPT,LDHA,PTPRN,SYT7,TIMP3,TNFRSF11B,TNFSF10,VCAN	 
Palbo14 vs Palbo3	RUNX2	 	transcription regulator	 	1.974	bias	3.12E-05	FN1,HTRA1,LUM,SMAD6,TNFRSF11B,WNT10B	 
Palbo14 vs Cycling0	VHL	 	transcription regulator	 	0.059	bias	3.18E-05	CA12,CA9,CCL5,COL1A2,EGLN3,FN1,PDK1,SPARC,TAGLN,TNFSF10	98 (17)
Palbo14 vs Cycling0	BHLHE40	 	transcription regulator	Activated	2.892	bias	3.31E-05	AK4,CCN4,CDH11,CNTN1,EGLN3,FPR1,HAS1,HILPDA,KRT18,P4HA1,PDPN,PTGS2,SELL	88 (7)
Doxo14 vs Cycling0	NPM1	 	transcription regulator	Inhibited	-2.828	bias	3.40E-05	AKR1C2,AKR1C3,COL5A1,DLL1,EDIL3,GJA1,HILPDA,TGFBI	 
Palbo28 vs Cycling0	USF1	 	transcription regulator	 	 	 	3.45E-05	APLN,CBS,CHI3L1,P4HA1,PTGS2,SERPINE1	 
Doxo14 vs Cycling0	SNAI1	-2.154	transcription regulator	 	-1.466	 	3.54E-05	COL1A1,COL1A2,DPYSL3,MUC1,SERPINH1,SMAD6,SNAI1,SPARC	96 (18)
Doxo21 vs Cycling0	HAND2	 	transcription regulator	 	0.246	bias	3.63E-05	ACTC1,COL1A1,COL3A1,FAP,GJA1	 
Doxo14 vs Doxo3	FOXA2	 	transcription regulator	 	0.816	 	3.69E-05	CHI3L1,CNTN1,COL1A1,CTHRC1,DDIT4,MT1E,SPEF2,STAT5A,THBS1	 
Palbo3 vs Cycling0	MKX	 	transcription regulator	 	 	 	3.79E-05	COL1A1,COL1A2,COL3A1	 
Doxo21 vs Cycling0	DLX1	 	transcription regulator	Inhibited	-2.236	bias	3.89E-05	CTHRC1,EDIL3,GJA1,SNAI1,TGFBI	 
Doxo21 vs Doxo3	MRTFB	 	transcription regulator	 	-1.732	 	3.92E-05	CCL5,COL3A1,GAS1,PCDH18,PTGS2,SERPINE1,THBS1	23 (8)
Doxo14 vs Cycling0	MKX	 	transcription regulator	 	 	 	3.97E-05	COL1A1,COL1A2,COL3A1	 
Doxo14 vs Cycling0	MEF2C	 	transcription regulator	 	1.437	bias	3.99E-05	COL1A1,COL1A2,COL3A1,FAP,GJA1,S100A4,THBS1,ZFP36	63 (10)
Palbo14 vs Cycling0	KLF2	 	transcription regulator	 	-0.331	bias	4.09E-05	APLN,CCL5,PDPN,PECAM1,PROS1,PTGS2,SELL,SERPINE1,TNFSF10	97 (20)
Doxo14 vs Cycling0	YAP1	 	transcription regulator	 	-1.376	bias	4.39E-05	CCDC80,CCN5,COL1A1,COL3A1,COL5A1,CTHRC1,IGFBP4,LDHA,SMAD6,STAT5A,TAGLN,TGFB1I1,TGFB2,THBS1,VCAN	86 (16)
Doxo14 vs Cycling0	KLF4	 	transcription regulator	 	-1.499	bias	4.43E-05	CHST15,COL1A1,COL1A2,DLL1,EFEMP1,PCDH18,SERPINH1,TAGLN,TGFB2,THBS1,TNFSF10	77 (14)
Doxo14 vs Cycling0	DDIT3	 	transcription regulator	 	0.956	 	4.51E-05	CCDC80,FAP,GPC6,STAT5A,TGFB2,THBS2,TSC22D3	 
Palbo3 vs Cycling0	HEXIM1	 	transcription regulator	 	 	 	4.62E-05	AKR1C3,ANGPT1,COL1A1,TGFB2	7 (3)
Doxo3 vs Cycling0	FHL2	 	transcription regulator	 	-0.509	bias	4.64E-05	ADGRE1,PDGFRB,SERPINE1,TAGLN,TGFB2,WNT10B	55 (12)
Doxo14 vs Cycling0	HDAC6	 	transcription regulator	 	-0.555	bias	4.68E-05	COL1A1,DNM3OS,TAGLN,TGFB1I1,TGFBI	 
Doxo14 vs Cycling0	RAD21	 	transcription regulator	 	 	 	4.68E-05	PCDHGA10,PCDHGA7,PCDHGB3,PCDHGC4,THBS1	 
Palbo14 vs Palbo3	YBX1	 	transcription regulator	Activated	2.190	bias	4.74E-05	ANG,CCL5,EFEMP1,MUC1,PDK1,PTGS2	49 (16)
Doxo3 vs Cycling0	KLF4	 	transcription regulator	 	-1.192	bias	4.86E-05	ADGRE1,CHST15,DLL1,EFEMP1,SERPINE1,TAGLN,TGFB2,THBS1,TNC,TNFSF10	55 (13)
Palbo14 vs Cycling0	ZEB1	 	transcription regulator	 	-0.047	 	5.06E-05	COL1A2,COL3A1,FN1,KRT18,MUC1,PTGS2,SERPINE1,SNAI1	91 (17)
Palbo14 vs Cycling0	DDIT3	 	transcription regulator	 	-1.134	 	5.06E-05	CEBPD,FAP,FN1,GPC6,PDPN,STAT5A,THBS2,TSC22D3	96 (11)
Palbo14 vs Palbo3	LEF1	 	transcription regulator	 	1.134	 	5.16E-05	BAIAP3,CCL5,CCN4,ENPP2,FN1,PTGS2,SPRY1,SYTL2	47 (12)
Palbo28 vs Palbo3	ARID2	 	transcription regulator	 	-1.000	 	5.17E-05	COL1A1,HAS1,PTPRN,SSC5D	 
Palbo14 vs Palbo3	CTNNB1	 	transcription regulator	Activated	2.179	bias	5.21E-05	CA9,CCL5,CCN4,ENPP2,FN1,FSCN1,HTRA1,JAM2,PTGS2,SMAD6,STAT5A,TGFB3,TIMP3,TNC,TNFRSF11B	53 (21)
Palbo28 vs Cycling0	NFKBIA	 	transcription regulator	 	1.830	 	5.27E-05	CCL5,CHI3L1,COL1A2,DCN,FN1,FSCN1,HAS1,PTGS2,TIMP3,TNC,TNFRSF11B,TNFSF10	76 (18)
Palbo28 vs Cycling0	STAT3	 	transcription regulator	Activated	3.521	bias	5.28E-05	APLN,BMF,CA9,CCL5,CDH11,CFH,CHI3L1,COL1A2,DDIT4,FN1,FSCN1,PDK1,PTGS2,SERPINE1,SMAD6,TNFSF10,TNS1	72 (23)
Doxo14 vs Cycling0	CEBPB	 	transcription regulator	Inhibited	-3.422	bias	5.34E-05	APLN,COL1A1,COL1A2,COL3A1,COL5A1,COL5A2,EDIL3,GAS1,IGFBP4,INMT,LOXL1,MMP11,PLXND1,THBS1,VCAN	82 (17)
Palbo14 vs Cycling0	HAND2	 	transcription regulator	 	-1.231	bias	5.37E-05	ACTC1,COL1A2,COL3A1,ECM2,FAP,PTGS2	 
Palbo14 vs Cycling0	YAP1	 	transcription regulator	Activated	2.753	bias	5.38E-05	CCL5,CCN5,COL3A1,COL5A1,COL6A1,DCN,FN1,IGFBP4,P4HA1,PECAM1,PPP1R3B,PTGS2,SERPINE1,SPRY1,STAT5A,TAGLN,VCAN,WTIP	111 (18)
Palbo3 vs Cycling0	KLF11	 	transcription regulator	 	-1.000	 	5.40E-05	COL1A2,COL3A1,DCN,ITGB8,TGFB2,TGFB3,THBS2	40 (7)
Doxo14 vs Cycling0	SP1	 	transcription regulator	Inhibited	-2.941	bias	5.43E-05	CBS,CHI3L1,COL1A1,COL1A2,GJA1,IGFBP4,MMP11,PDGFRB,SELL,SNAI1,SPARC,TAGLN,TGFB2,THBS1,TNFSF10	82 (20)
Doxo14 vs Cycling0	USF1	 	transcription regulator	 	-1.980	bias	5.47E-05	APLN,CBS,CHI3L1,GPAM,LDHA,SPEG	 
Doxo21 vs Cycling0	CEBPB	 	transcription regulator	Inhibited	-2.562	bias	5.50E-05	APLN,COL1A1,COL3A1,DCN,EDIL3,FHL1,GAS1,IGFBP4,INMT,MMP11,PLXND1,THBS1,VCAN	69 (14)
Palbo14 vs Palbo3	HTT	 	transcription regulator	Activated	2.000	 	5.52E-05	ATP8A1,CA12,CCL5,CCN4,COL6A1,DCN,ENPP2,FN1,LDHA,P4HA1,PDK1,SNAP25,TIMP3	52 (21)
Doxo3 vs Cycling0	STAT3	 	transcription regulator	 	-1.249	bias	5.65E-05	ASIC1,CA9,CDH11,CDON,DLL1,MUC1,NRP2,SELL,SERPINE1,SMAD6,SNAI1,TAGLN,THBS1,TNFSF10,VCAN,ZFP36	61 (19)
Doxo3 vs Cycling0	TWIST1	 	transcription regulator	Inhibited	-2.819	bias	5.70E-05	DPYSL3,EMILIN1,GBP2,PCOLCE,S100A4,SNAI1,TGFB2,VCAN	 
Doxo21 vs Cycling0	MEF2C	 	transcription regulator	 	0.245	bias	5.83E-05	ACTC1,COL1A1,COL3A1,FAP,GJA1,THBS1,ZFP36	26 (4)
Palbo28 vs Cycling0	MRTFB	 	transcription regulator	Activated	2.619	bias	6.04E-05	ACTG2,CCL5,FHL1,FN1,GPR37,PTGS2,SERPINE1,SLIT3	 
Doxo21 vs Doxo3	SKIL	 	transcription regulator	 	1.205	 	6.34E-05	CDH11,COL3A1,DCHS1,SERPINE1	 
Doxo3 vs Cycling0	MRTFA	 	transcription regulator	Inhibited	-2.560	bias	6.45E-05	ACTG2,CCN5,LOXL1,SERPINE1,TAGLN,TGFB2,THBS1,TNC	40 (8)
Doxo14 vs Cycling0	EPAS1	 	transcription regulator	Inhibited	-2.005	bias	6.49E-05	APLN,CA12,CA9,CCN5,CEMIP,GJA1,HILPDA,LDHA,TNFRSF11B,WNT10B	61 (9)
Palbo28 vs Cycling0	NEUROG1	 	transcription regulator	 	-0.447	 	6.50E-05	CEMIP,CFH,CYSLTR2,FN1,MFAP4	 
Doxo21 vs Doxo3	USF1	 	transcription regulator	 	 	 	6.55E-05	APLN,CBS,PTGS2,SERPINE1,SPEG	 
Doxo14 vs Cycling0	PPARGC1A	 	transcription regulator	Activated	2.649	 	6.88E-05	COL1A2,DPT,GPAM,GPC6,LDHA,LUM,MAPK8IP2,PDGFRL,SEMA3C,SERPINH1,TNFRSF11B,TNFSF10,VCAN	 
Palbo14 vs Palbo3	ARID2	 	transcription regulator	Inhibited	-2.000	bias	6.89E-05	CCN4,HAS1,PTPRN,SSC5D	 
Palbo14 vs Cycling0	KLF11	 	transcription regulator	 	-1.342	 	6.91E-05	COL1A2,COL3A1,DCN,ITGB8,SERPINE1,SNAI1,THBS2,TIMP3	66 (7)
Palbo3 vs Cycling0	SMAD4	 	transcription regulator	Activated	2.200	 	7.03E-05	ANGPT1,APLN,CBS,CCL5,COL1A1,COL1A2,HMCN1,PDGFRB,PTGS2,TGFB2,TPM2,WNT2B	74 (24)
Doxo3 vs Cycling0	SMAD4	 	transcription regulator	 	-1.345	 	7.09E-05	DLL1,JAM2,NRP2,PDGFRB,SERPINE1,SMAD6,SNAI1,TGFB2,THBS1,TNC,ZFP36	60 (15)
Palbo28 vs Cycling0	MYF6	 	transcription regulator	 	0.744	bias	7.14E-05	ANG,APLN,DCN,RECK,SERPINE1,TNFRSF11B	 
Palbo28 vs Palbo3	SCX	 	transcription regulator	 	 	 	7.34E-05	COL1A1,TIMP3,TNC	 
