© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Palbo28 vs Cycling0	PRDM1	 	transcription regulator	 	-0.290	 	2.66E-06	ADA,CCR7,CPA4,CSF2,CSF3,ESR1,IL1A,IL1B,KLRC1,OAS2,SERPINA3,SLCO2B1,STAT4,TSPAN10	85 (11)
Doxo3 vs Cycling0	CTNNB1	 	transcription regulator	Activated	3.332	bias	2.78E-06	ABCG8,ACAP1,ALDH1A1,ALDH1A2,ALDH1A3,BMP2,CD36,CEACAM1,CSF3,CTNNA2,FZD3,HSD17B2,IGFBP2,IL1A,IL1B,LIF,MMP1,PCDH15,SAA1,SERPINA1,SERPINA3,SPRY4,STRA6,TNFAIP3,VCAM1	63 (16)
Palbo14 vs Cycling0	STAT1	 	transcription regulator	Activated	2.923	bias	2.78E-06	ALDH1A3,CCR7,CFB,CSF2,CXCL1,CXCL8,IL1A,IL1B,LIF,LRRTM2,NOX4,OAS2,SAA2,SERPINA3,TNFAIP3,VCAM1	75 (16)
Doxo14 vs Cycling0	PRDM1	 	transcription regulator	 	-0.290	 	2.90E-06	ADA,CCR7,CPA4,CSF2,CSF3,ESR1,IL1A,IL1B,KLRC1,OAS2,SERPINA3,SLCO2B1,STAT4,TSPAN10	84 (12)
Palbo14 vs Palbo3	EZH2	 	transcription regulator	Activated	2.891	 	2.96E-06	BMP2,C4BPB,CSF2,CSF3,CTNNA2,CXCL1,CXCL8,LAMC2,NOX4,SAA1,SAA2,SERPINA1,SULF1	50 (15)
Doxo21 vs Cycling0	NPM1	 	transcription regulator	Activated	3.317	bias	3.06E-06	BMP2,CEACAM1,CSF3,CXCL1,CXCL8,IL1A,IL1B,LAMC2,LIF,PLXNB3,TNFAIP3	86 (21)
Palbo14 vs Palbo3	NFKBIZ	 	transcription regulator	Activated	2.207	bias	3.08E-06	ADAMTS4,CSF2,CSF3,CXCL8,IL1B	45 (15)
Palbo28 vs Palbo3	KLF6	 	transcription regulator	Activated	2.620	bias	3.08E-06	BMP2,CXCL1,CXCL8,IL1A,IL1B,SERPINB2,SLAMF7,TNFAIP3,TNIP1,VAV3,VCAM1	57 (14)
Palbo14 vs Palbo3	TP63	 	transcription regulator	 	0.695	 	3.32E-06	ALDH1A3,COL9A2,CXCL8,FAT2,GCNT3,HLA-DPA1,HLA-DRB1,IGFBP2,IL1A,IL1B,LAMC2,LIF,NEBL,PI3,SERPINB2	58 (17)
Doxo14 vs Doxo3	NFKB1	 	transcription regulator	Activated	2.079	bias	3.36E-06	CFB,CSF2,CSF3,CXCL1,CXCL8,EHF,IL1A,IL1B,PI3,PTGER3,TNIP1	38 (12)
Palbo14 vs Palbo3	MEOX2	 	transcription regulator	Inhibited	-2.200	bias	3.45E-06	CXCL1,CXCL8,PTX3,TNFAIP3,VCAM1	41 (7)
Doxo21 vs Cycling0	ARID1A	 	transcription regulator	 	-0.488	 	3.61E-06	ALDH1A1,ALDH1A2,ARVCF,BMP2,CD28,CEACAM1,CXCL1,CXCL8,ESR1,IKZF3,IL1A,IL1B,LAMC2,PAPPA,PTX3,SERPINA1,TG,TNFAIP3,TNNT2	96 (16)
Palbo14 vs Cycling0	SMARCA4	 	transcription regulator	Activated	3.606	bias	3.63E-06	ACSL5,ALDH1A3,ARRDC4,CEACAM1,CP,CXCL1,CXCL8,EHF,HLA-L,IL1A,IL1B,IL36B,KCNQ3,LAMC2,MELTF,MMP1,PTX3,TNFAIP3,TNNT2,TREM1	59 (12)
Palbo28 vs Cycling0	RBCK1	 	transcription regulator	 	 	 	3.71E-06	CXCL1,CXCL8,ESR1,IL1A,TNFAIP3,VCAM1	59 (15)
Palbo28 vs Cycling0	HMGB1	 	transcription regulator	Activated	2.907	bias	3.78E-06	CXCL8,FLT1,HLA-DRB1,IL1A,IL1B,MMP1,NEFL,TLR4,VCAM1	79 (20)
Doxo14 vs Cycling0	RBCK1	 	transcription regulator	 	 	 	3.87E-06	CXCL1,CXCL8,ESR1,IL1A,TNFAIP3,VCAM1	69 (17)
Doxo14 vs Cycling0	SMARCA4	 	transcription regulator	Activated	3.873	bias	3.97E-06	ACSL5,ALDH1A3,ARRDC4,CEACAM1,CP,CXCL1,CXCL8,EHF,HLA-L,IL1A,IL1B,IL36B,KCNQ3,LAMC2,MELTF,MMP1,ODAPH,PTX3,SERPINB2,TNFAIP3,TNNT2,TREM1	70 (13)
Doxo14 vs Cycling0	HMGB1	 	transcription regulator	Activated	2.907	bias	4.01E-06	CXCL8,FLT1,HLA-DRB1,IL1A,IL1B,MMP1,NEFL,TLR4,VCAM1	65 (18)
Doxo21 vs Cycling0	PRDM1	 	transcription regulator	 	-0.290	 	4.36E-06	ADA,CCR7,CPA4,CSF2,CSF3,ESR1,IL1A,IL1B,KLRC1,OAS2,SERPINA3,SLCO2B1,STAT4,TSPAN10	88 (11)
Doxo14 vs Doxo3	JUNB	 	transcription regulator	Activated	2.176	bias	4.50E-06	C5AR1,CSF2,CSF3,CXCL8,IL1B,MMP1,SERPINB2,TNFRSF8	54 (13)
Palbo14 vs Palbo3	ANKRD42	 	transcription regulator	 	 	 	4.58E-06	CSF2,CSF3,IL1B	41 (7)
Doxo14 vs Doxo3	HMGB2	 	transcription regulator	 	 	 	4.63E-06	CSF3,CXCL1,CXCL8,IL1B,MMP1	32 (11)
Doxo3 vs Cycling0	STAT1	 	transcription regulator	Activated	2.598	bias	4.72E-06	ALDH1A3,CCR7,CSF2,DUOX2,IL1A,IL1B,LIF,LRRTM2,NOX4,OAS2,SAA2,SERPINA3,TLR4,TNFAIP3,VCAM1	61 (14)
Doxo21 vs Doxo3	CITED2	 	transcription regulator	Inhibited	-3.072	bias	4.72E-06	C5AR1,CXCL1,CXCL8,FLT1,IL1A,IL1B,KYNU,MMP1,SERPINB2,SLAMF7	59 (14)
Doxo21 vs Cycling0	RBCK1	 	transcription regulator	 	 	 	4.74E-06	CXCL1,CXCL8,ESR1,IL1A,TNFAIP3,VCAM1	74 (17)
Doxo21 vs Doxo3	NFKBIA	 	transcription regulator	 	1.025	 	5.31E-06	CP,CSF2,CSF3,CXCL1,CXCL8,HLA-L,IL1A,IL1B,LIF,MMP1,SERPINB2,SLC16A2,TLR4,VCAM1	52 (17)
Doxo21 vs Cycling0	HMGB1	 	transcription regulator	Activated	2.907	bias	5.34E-06	CXCL8,FLT1,HLA-DRB1,IL1A,IL1B,MMP1,NEFL,TLR4,VCAM1	80 (19)
Doxo14 vs Doxo3	CITED2	 	transcription regulator	Inhibited	-2.918	bias	5.37E-06	C5AR1,CXCL1,CXCL8,IL1A,IL1B,KYNU,MMP1,SERPINB2,SLAMF7	46 (14)
Palbo28 vs Cycling0	HMGB2	 	transcription regulator	 	 	 	5.68E-06	CD36,CSF3,CXCL1,CXCL8,IL1B,MMP1	69 (14)
Doxo14 vs Doxo3	PPRC1	 	transcription regulator	Activated	2.191	bias	5.80E-06	CXCL8,IL13RA2,IL1A,KRT34,SPX	 
Doxo14 vs Doxo3	ANKRD42	 	transcription regulator	 	 	 	5.88E-06	CSF2,CSF3,IL1B	31 (7)
Doxo14 vs Cycling0	HMGB2	 	transcription regulator	 	 	 	5.92E-06	CD36,CSF3,CXCL1,CXCL8,IL1B,MMP1	78 (17)
Doxo14 vs Doxo3	NPM1	 	transcription regulator	Activated	2.828	bias	6.36E-06	CSF3,CXCL1,CXCL8,IL1A,IL1B,LAMC2,LIF,PLXNB3	45 (17)
Palbo28 vs Cycling0	NFKBIA	 	transcription regulator	 	1.806	bias	7.03E-06	BMP2,CP,CSF2,CSF3,CXCL1,CXCL8,HLA-L,IL1A,IL1B,LIF,MMP1,PTX3,SERPINB2,SLC16A2,TLR4,TNFAIP3,VCAM1	72 (15)
Doxo14 vs Cycling0	KLF6	 	transcription regulator	Activated	3.523	bias	7.14E-06	BMP2,CFB,CXCL1,CXCL8,IL1A,IL1B,IRAK2,PSG3,SERPINB2,SLAMF7,TNFAIP3,TNIP1,VCAM1	72 (14)
Doxo21 vs Cycling0	HMGB2	 	transcription regulator	 	 	 	7.24E-06	CD36,CSF3,CXCL1,CXCL8,IL1B,MMP1	81 (17)
Palbo14 vs Palbo3	FOSL1	 	transcription regulator	 	1.328	 	7.52E-06	CSF3,CXCL8,IL1B,MMP1,PLXNB3,SERPINB2,THBD	54 (21)
Doxo14 vs Doxo3	STAT3	 	transcription regulator	 	1.951	bias	7.61E-06	C5AR1,CFB,CP,CSF2,CSF3,CXCL8,GRIN2A,IL13RA2,IL1A,IL1B,KRT34,LIF,MMP1,SAA1,SERPINB2,THBD,TNFRSF8	52 (14)
Doxo14 vs Cycling0	NFKBIA	 	transcription regulator	 	1.806	bias	7.73E-06	BMP2,CP,CSF2,CSF3,CXCL1,CXCL8,HLA-L,IL1A,IL1B,LIF,MMP1,PTX3,SERPINB2,SLC16A2,TLR4,TNFAIP3,VCAM1	69 (15)
Palbo28 vs Palbo3	RBCK1	 	transcription regulator	 	 	 	8.10E-06	CXCL1,CXCL8,IL1A,TNFAIP3,VCAM1	49 (16)
Doxo14 vs Doxo3	SMARCA4	 	transcription regulator	Activated	3.162	bias	8.68E-06	ACSL5,CP,CXCL1,CXCL8,EHF,HLA-L,IL1A,IL1B,IL36B,KCNQ3,LAMC2,MMP1,SERPINB2,TNNT2,TREM1	42 (13)
Palbo28 vs Palbo3	ZFP36	 	transcription regulator	Inhibited	-2.027	bias	8.85E-06	CD36,CSF2,IL1A,IL1B,MMP1,THBD,VCAM1	64 (12)
Palbo28 vs Cycling0	WWTR1	 	transcription regulator	 	-1.793	 	8.92E-06	BMP2,COL9A2,CSF2,CSF3,CXCL1,CXCL8,ESR1,IL1A,IL1B,TNFRSF8,VCAM1	57 (8)
Palbo3 vs Cycling0	ANKRD42	 	transcription regulator	 	 	 	9.50E-06	CSF2,CSF3,IL1B	39 (6)
Palbo28 vs Palbo3	ANKRD42	 	transcription regulator	 	 	 	1.03E-05	CSF2,CSF3,IL1B	44 (7)
Palbo14 vs Palbo3	TGIF1	 	transcription regulator	 	1.195	 	1.07E-05	CXCL1,CXCL8,IL1B,STRA6	47 (22)
Doxo21 vs Doxo3	ZFP36	 	transcription regulator	 	-1.998	bias	1.13E-05	CSF2,IL1A,IL1B,MMP1,THBD,TLR4,VCAM1	48 (15)
Palbo28 vs Palbo3	NFKBIZ	 	transcription regulator	Activated	2.207	bias	1.16E-05	ADAMTS4,CSF2,CSF3,CXCL8,IL1B	51 (13)
Doxo21 vs Doxo3	ANKRD42	 	transcription regulator	 	 	 	1.16E-05	CSF2,CSF3,IL1B	35 (7)
Doxo14 vs Doxo3	NFKBIA	 	transcription regulator	 	0.784	 	1.21E-05	CP,CSF2,CSF3,CXCL1,CXCL8,HLA-L,IL1A,IL1B,LIF,MMP1,SERPINB2,SLC16A2	43 (16)
Doxo21 vs Cycling0	NFKBIA	 	transcription regulator	 	1.806	bias	1.23E-05	BMP2,CP,CSF2,CSF3,CXCL1,CXCL8,HLA-L,IL1A,IL1B,LIF,MMP1,PTX3,SERPINB2,SLC16A2,TLR4,TNFAIP3,VCAM1	81 (15)
Palbo28 vs Palbo3	MEOX2	 	transcription regulator	Inhibited	-2.200	bias	1.29E-05	CXCL1,CXCL8,PTX3,TNFAIP3,VCAM1	44 (7)
Doxo14 vs Doxo3	FOSL1	 	transcription regulator	 	1.328	 	1.30E-05	CSF3,CXCL8,IL1B,MMP1,PLXNB3,SERPINB2,THBD	46 (16)
Doxo21 vs Doxo3	HMGB2	 	transcription regulator	 	 	 	1.39E-05	CSF3,CXCL1,CXCL8,IL1B,MMP1	43 (14)
Palbo14 vs Palbo3	YBX1	 	transcription regulator	Activated	2.236	bias	1.47E-05	CSF2,CXCL1,CXCL8,IL1A,IL1B,MMP1,PAPPA	63 (16)
Doxo14 vs Doxo3	TGIF1	 	transcription regulator	 	1.195	 	1.49E-05	CXCL1,CXCL8,IL1B,STRA6	32 (11)
Palbo14 vs Palbo3	FOS	 	transcription regulator	Activated	2.690	bias	1.53E-05	ALDH1A3,CSF3,CXCL8,FLRT2,FZD3,IL1A,IL1B,MMP1,SEMA3E,SERPINB2,SLAMF7,VAV3,VCAM1	56 (15)
Palbo14 vs Cycling0	NFKBIA	 	transcription regulator	 	1.806	bias	1.59E-05	BMP2,CP,CSF2,CSF3,CXCL1,CXCL8,HLA-L,IL1A,IL1B,LIF,MMP1,PTX3,SLC16A2,TNFAIP3,VCAM1	57 (16)
Palbo28 vs Cycling0	ZFP36	 	transcription regulator	Inhibited	-2.228	bias	1.63E-05	CD36,CSF2,IL1A,IL1B,MMP1,THBD,TLR4,VCAM1	67 (14)
Palbo28 vs Palbo3	FOS	 	transcription regulator	Activated	2.690	bias	1.63E-05	ALDH1A3,CSF3,CXCL8,FLRT2,FZD3,IKZF3,IL1A,IL1B,MMP1,SEMA3E,SERPINB2,SLAMF7,TREM1,VAV3,VCAM1	62 (15)
Doxo14 vs Cycling0	ZFP36	 	transcription regulator	Inhibited	-2.228	bias	1.72E-05	CD36,CSF2,IL1A,IL1B,MMP1,THBD,TLR4,VCAM1	64 (14)
Doxo3 vs Cycling0	ANKRD42	 	transcription regulator	 	 	 	1.78E-05	CSF2,CSF3,IL1B	43 (7)
Palbo28 vs Cycling0	HIVEP1	 	transcription regulator	Inhibited	-2.412	bias	2.12E-05	IL1A,IL1B,IRAK2,TLR4,TNFAIP3,TNIP1	74 (8)
Doxo14 vs Cycling0	HIVEP1	 	transcription regulator	Inhibited	-2.412	bias	2.21E-05	IL1A,IL1B,IRAK2,TLR4,TNFAIP3,TNIP1	72 (8)
Doxo21 vs Cycling0	ZFP36	 	transcription regulator	Inhibited	-2.228	bias	2.21E-05	CD36,CSF2,IL1A,IL1B,MMP1,THBD,TLR4,VCAM1	68 (14)
Palbo14 vs Cycling0	ANKRD42	 	transcription regulator	 	 	 	2.26E-05	CSF2,CSF3,IL1B	41 (7)
Palbo14 vs Palbo3	CITED2	 	transcription regulator	Inhibited	-2.757	bias	2.31E-05	CXCL1,CXCL8,IL1A,IL1B,MMP1,SERPINB2,SLAMF7,TNFAIP3	52 (14)
Doxo21 vs Doxo3	JUNB	 	transcription regulator	Activated	2.176	bias	2.34E-05	C5AR1,CSF2,CSF3,CXCL8,IL1B,MMP1,SERPINB2,TNFRSF8	49 (14)
Palbo28 vs Palbo3	CITED2	 	transcription regulator	Inhibited	-2.918	bias	2.43E-05	CXCL1,CXCL8,IL1A,IL1B,KYNU,MMP1,SERPINB2,SLAMF7,TNFAIP3	61 (14)
Palbo28 vs Cycling0	CITED2	 	transcription regulator	Inhibited	-3.220	bias	2.43E-05	C5AR1,CXCL1,CXCL8,FLT1,IL1A,IL1B,KYNU,MMP1,SERPINB2,SLAMF7,TNFAIP3	79 (14)
Palbo14 vs Palbo3	JUNB	 	transcription regulator	Activated	2.176	bias	2.50E-05	CSF2,CSF3,CXCL8,IL1B,MMP1,SERPINB2,TNFRSF8	53 (18)
Doxo14 vs Cycling0	CITED2	 	transcription regulator	Inhibited	-3.220	bias	2.60E-05	C5AR1,CXCL1,CXCL8,FLT1,IL1A,IL1B,KYNU,MMP1,SERPINB2,SLAMF7,TNFAIP3	75 (13)
Palbo14 vs Palbo3	ZNF410	 	transcription regulator	 	 	 	2.62E-05	MMP1,SERPINB2	 
Doxo21 vs Cycling0	HIVEP1	 	transcription regulator	Inhibited	-2.412	bias	2.69E-05	IL1A,IL1B,IRAK2,TLR4,TNFAIP3,TNIP1	77 (8)
Doxo14 vs Doxo3	KLF6	 	transcription regulator	Activated	2.916	bias	2.71E-05	CFB,CXCL1,CXCL8,IL1A,IL1B,IRAK2,SERPINB2,SLAMF7,TNIP1	45 (13)
Palbo3 vs Cycling0	PRDM1	 	transcription regulator	 	-1.504	 	2.76E-05	AFP,CCR7,CSF2,CSF3,ESR1,IL1B,KLRC1,OAS2,SERPINA3,TSPAN10	 
Doxo21 vs Doxo3	KLF6	 	transcription regulator	Activated	2.428	bias	2.76E-05	CFB,CXCL1,CXCL8,IL1A,IL1B,SERPINB2,SLAMF7,TNIP1,VAV3,VCAM1	56 (16)
Palbo14 vs Palbo3	CEBPB	 	transcription regulator	Activated	3.075	bias	2.84E-05	ALDH1A1,CP,CSF3,CXCL8,IL1A,IL1B,MMP1,PI3,SAA2,SBSN,SEMA3E,SERPINA1,SERPINB2	55 (23)
Doxo3 vs Cycling0	ZFP36	 	transcription regulator	Inhibited	-2.621	bias	2.85E-05	CD36,CSF2,IL1A,IL1B,MMP1,TLR4,VCAM1	52 (13)
Palbo14 vs Cycling0	GPS2	 	transcription regulator	Inhibited	-2.449	bias	2.93E-05	CXCL1,CXCL8,DHRS3,IL1B,RNF144B,VCAM1	63 (18)
Doxo14 vs Doxo3	ZNF410	 	transcription regulator	 	 	 	3.10E-05	MMP1,SERPINB2	 
Palbo28 vs Palbo3	TGIF1	 	transcription regulator	 	1.195	 	3.10E-05	CXCL1,CXCL8,IL1B,STRA6	52 (18)
Doxo21 vs Doxo3	JUN	 	transcription regulator	Activated	2.777	bias	3.13E-05	C5AR1,CSF2,CSF3,CXCL1,CXCL8,IL1A,IL1B,LIF,MMP1,NOX5,SAA1,SERPINB2,VAV3,VCAM1	56 (19)
Doxo3 vs Cycling0	PRDM1	 	transcription regulator	 	-1.118	 	3.17E-05	CCR7,CSF2,CSF3,ESR1,IL1A,IL1B,KLRC1,OAS2,SERPINA3,STAT4,TSPAN10	66 (13)
Doxo21 vs Doxo3	NPM1	 	transcription regulator	Activated	2.828	bias	3.27E-05	CEACAM1,CSF3,CXCL1,CXCL8,IL1A,IL1B,LIF,PLXNB3	56 (18)
Palbo14 vs Palbo3	SRF	 	transcription regulator	 	0.762	bias	3.32E-05	BMP2,CORIN,GCKR,LIF,NEBL,NOX4,SERPINB10,SERPINB2,SERPIND1,TNNT2	 
Doxo21 vs Doxo3	SMARCA4	 	transcription regulator	Activated	3.162	bias	3.35E-05	ACSL5,CEACAM1,CP,CXCL1,CXCL8,EHF,HLA-L,IL1A,IL1B,IL36B,KCNQ3,MELTF,MMP1,SERPINB2,TNNT2,TREM1	50 (12)
Doxo21 vs Cycling0	CITED2	 	transcription regulator	Inhibited	-3.220	bias	3.58E-05	C5AR1,CXCL1,CXCL8,FLT1,IL1A,IL1B,KYNU,MMP1,SERPINB2,SLAMF7,TNFAIP3	79 (13)
Doxo21 vs Doxo3	TGIF1	 	transcription regulator	 	1.195	 	3.60E-05	CXCL1,CXCL8,IL1B,STRA6	50 (19)
Palbo28 vs Cycling0	ANKRD42	 	transcription regulator	 	 	 	3.65E-05	CSF2,CSF3,IL1B	55 (7)
Doxo14 vs Cycling0	ANKRD42	 	transcription regulator	 	 	 	3.73E-05	CSF2,CSF3,IL1B	53 (7)
Palbo14 vs Cycling0	RELB	 	transcription regulator	 	-0.203	bias	3.74E-05	ALDH1A2,CSF2,CXCL8,ESR1,IL1B,NEBL,STAT4,WHRN	63 (11)
Doxo14 vs Doxo3	TP63	 	transcription regulator	 	1.145	 	3.97E-05	ADA,COL9A2,CXCL8,GCNT3,HLA-DPA1,HLA-DRB1,IL1A,IL1B,LAMC2,LIF,PI3,SERPINB2,UGT1A1,VNN1	47 (11)
Palbo14 vs Cycling0	NFKBIZ	 	transcription regulator	Activated	2.207	bias	4.04E-05	ADAMTS4,CSF2,CSF3,CXCL8,IL1B	60 (15)
Doxo21 vs Cycling0	ANKRD42	 	transcription regulator	 	 	 	4.14E-05	CSF2,CSF3,IL1B	57 (7)
Palbo3 vs Cycling0	ZNF410	 	transcription regulator	 	 	 	4.27E-05	MMP1,SERPINB2	 
Palbo14 vs Palbo3	FLI1	 	transcription regulator	 	1.516	bias	4.31E-05	CSF2,CSF3,MMP1,PAPPA,PART1	 
Doxo3 vs Cycling0	WWTR1	 	transcription regulator	 	-1.253	 	4.34E-05	BMP2,COL9A2,CSF2,CSF3,ESR1,IL1A,IL1B,TNFRSF8,VCAM1	51 (10)
Palbo28 vs Palbo3	FOSL1	 	transcription regulator	 	1.328	 	4.34E-05	CSF3,CXCL8,IL1B,MMP1,PLXNB3,SERPINB2,THBD	60 (18)
Palbo14 vs Cycling0	MEOX2	 	transcription regulator	Inhibited	-2.200	bias	4.52E-05	CXCL1,CXCL8,PTX3,TNFAIP3,VCAM1	41 (7)
Palbo28 vs Palbo3	ZNF410	 	transcription regulator	 	 	 	4.52E-05	MMP1,SERPINB2	 
Palbo14 vs Palbo3	IFI16	 	transcription regulator	 	1.387	bias	4.59E-05	CD28,CXCL8,ESR1,IL1B,VCAM1	41 (11)
Doxo21 vs Doxo3	PRDM1	 	transcription regulator	 	0.412	 	4.83E-05	ADA,CPA4,CSF2,CSF3,IL1A,IL1B,OAS2,SERPINA3,SLCO2B1,STAT4	69 (14)
Doxo3 vs Cycling0	NFAT5	 	transcription regulator	 	-0.623	 	4.87E-05	ANXA3,BMP2,CCR7,CD28,CD36,CSF2,CSF3,FLT1,IL1B,LIF,NOX4,TLR4,TNFAIP3,VCAM1	66 (15)
Doxo21 vs Doxo3	ZNF410	 	transcription regulator	 	 	 	4.88E-05	MMP1,SERPINB2	 
Palbo3 vs Cycling0	FOXA2	 	transcription regulator	 	0.239	 	4.88E-05	ABCC8,ABCG8,ACSL5,ACSL6,AFP,ALDH1A2,EHF,IL13RA2,MMP1,SLC51A,ST18,ZG16B	 
Doxo3 vs Cycling0	HMGB1	 	transcription regulator	Activated	2.573	bias	5.04E-05	FLT1,IL1A,IL1B,MMP1,NEFL,TLR4,VCAM1	56 (17)
Doxo14 vs Doxo3	HMGB1	 	transcription regulator	Activated	2.375	bias	5.41E-05	CXCL8,HLA-DRB1,IL1A,IL1B,MMP1,NEFL	47 (18)
Palbo28 vs Palbo3	EZH2	 	transcription regulator	Activated	2.891	 	5.48E-05	BMP2,C4BPB,CSF2,CSF3,CTNNA2,CXCL1,CXCL8,LAMC2,NOX4,SAA1,SAA2,SERPINA1,SULF1	64 (22)
Doxo21 vs Doxo3	FOSL1	 	transcription regulator	 	1.328	 	5.52E-05	CSF3,CXCL8,IL1B,MMP1,PLXNB3,SERPINB2,THBD	47 (16)
Palbo28 vs Cycling0	KLF2	 	transcription regulator	 	-0.443	bias	6.11E-05	CCR7,CD36,CXCL8,FLT1,IL1B,SLCO2A1,THBD,TNFRSF8,VCAM1	80 (17)
Doxo14 vs Cycling0	KLF2	 	transcription regulator	 	-0.443	bias	6.46E-05	CCR7,CD36,CXCL8,FLT1,IL1B,SLCO2A1,THBD,TNFRSF8,VCAM1	79 (17)
Doxo3 vs Cycling0	HIF1A	 	transcription regulator	Activated	3.646	bias	6.48E-05	ABCC8,BMP2,CCR7,CD36,CSF2,FLT1,H2AC6,H2BC12,IGFBP2,IL1A,IL1B,MMP1,MST1R,NEFL,NOX4,VCAM1	59 (16)
Palbo14 vs Cycling0	PRDM1	 	transcription regulator	 	-1.118	 	6.53E-05	CCR7,CSF2,CSF3,ESR1,IL1A,IL1B,KLRC1,OAS2,SERPINA3,STAT4,TSPAN10	73 (12)
Palbo28 vs Palbo3	HLX	 	transcription regulator	Inhibited	-2.000	bias	7.01E-05	BMP2,CXCL8,KYNU,PAPPA	 
Palbo28 vs Cycling0	GPS2	 	transcription regulator	Inhibited	-2.449	bias	7.16E-05	CXCL1,CXCL8,DHRS3,IL1B,RNF144B,VCAM1	66 (17)
Doxo14 vs Cycling0	GPS2	 	transcription regulator	Inhibited	-2.449	bias	7.46E-05	CXCL1,CXCL8,DHRS3,IL1B,RNF144B,VCAM1	65 (17)
Palbo14 vs Cycling0	GFI1	 	transcription regulator	 	-1.516	bias	7.97E-05	CCR7,CXCL8,IL1A,IL1B,IRAK2,SERPINA1,SERPINA3,STAT4	72 (13)
Palbo28 vs Cycling0	FOXA2	 	transcription regulator	 	0.816	bias	8.07E-05	ABCC8,ABCG8,ACSL5,ACSL6,ADA,ALDH1A2,ALDH1A3,CD36,EHF,IL13RA2,MMP1,SLC51A,SLCO2B1,ST18,ZG16B	 
Doxo3 vs Cycling0	HIVEP1	 	transcription regulator	Inhibited	-2.200	bias	8.24E-05	IL1A,IL1B,IRAK2,TLR4,TNFAIP3	55 (8)
Palbo14 vs Cycling0	HMGB1	 	transcription regulator	Activated	2.570	bias	8.32E-05	CXCL8,FLT1,HLA-DRB1,IL1A,IL1B,MMP1,VCAM1	60 (17)
Palbo28 vs Palbo3	YBX1	 	transcription regulator	Activated	2.236	bias	8.34E-05	CSF2,CXCL1,CXCL8,IL1A,IL1B,MMP1,PAPPA	68 (16)
Palbo28 vs Palbo3	TP63	 	transcription regulator	 	1.138	 	8.43E-05	ALDH1A3,COL9A2,CXCL8,FAT2,GCNT3,HLA-DPA1,HLA-DRB1,IGFBP2,IL1A,IL1B,LAMC2,LIF,PI3,SERPINB2,VNN1	63 (21)
Doxo21 vs Cycling0	KLF2	 	transcription regulator	 	-0.443	bias	8.46E-05	CCR7,CD36,CXCL8,FLT1,IL1B,SLCO2A1,THBD,TNFRSF8,VCAM1	83 (17)
Palbo14 vs Cycling0	TGIF1	 	transcription regulator	 	1.195	 	8.57E-05	CXCL1,CXCL8,IL1B,STRA6	50 (15)
Palbo14 vs Palbo3	BCL10	 	transcription regulator	 	 	 	8.57E-05	CSF2,CXCL8,TNFAIP3	37 (14)
Doxo3 vs Cycling0	ARID1A	 	transcription regulator	 	-0.676	 	8.63E-05	ALDH1A1,ALDH1A2,BMP2,CD28,CEACAM1,ESR1,IKZF3,IL1A,IL1B,PAPPA,PTX3,SERPINA1,TG,TNFAIP3	69 (17)
Palbo28 vs Cycling0	NFKBIZ	 	transcription regulator	Activated	2.207	bias	8.66E-05	ADAMTS4,CSF2,CSF3,CXCL8,IL1B	64 (14)
Doxo14 vs Cycling0	FOXA2	 	transcription regulator	 	0.816	bias	8.75E-05	ABCC8,ABCG8,ACSL5,ACSL6,ADA,ALDH1A2,ALDH1A3,CD36,EHF,IL13RA2,MMP1,SLC51A,SLCO2B1,ST18,ZG16B	 
Doxo14 vs Cycling0	NFKBIZ	 	transcription regulator	Activated	2.207	bias	8.95E-05	ADAMTS4,CSF2,CSF3,CXCL8,IL1B	62 (14)
Doxo3 vs Cycling0	NPM1	 	transcription regulator	Activated	2.828	bias	8.98E-05	BMP2,CEACAM1,CSF3,IL1A,IL1B,LIF,PLXNB3,TNFAIP3	46 (10)
Doxo21 vs Cycling0	GPS2	 	transcription regulator	Inhibited	-2.449	bias	9.05E-05	CXCL1,CXCL8,DHRS3,IL1B,RNF144B,VCAM1	70 (18)
Palbo14 vs Palbo3	PPRC1	 	transcription regulator	 	1.961	bias	9.22E-05	CXCL8,IL13RA2,IL1A,SPX	 
Palbo14 vs Palbo3	RELB	 	transcription regulator	 	-0.221	bias	9.53E-05	CSF2,CXCL8,ESR1,IL1B,NEBL,WHRN	29 (5)
Palbo28 vs Cycling0	MEOX2	 	transcription regulator	Inhibited	-2.200	bias	9.66E-05	CXCL1,CXCL8,PTX3,TNFAIP3,VCAM1	55 (7)
Doxo14 vs Cycling0	MEOX2	 	transcription regulator	Inhibited	-2.200	bias	9.99E-05	CXCL1,CXCL8,PTX3,TNFAIP3,VCAM1	53 (7)
Palbo14 vs Palbo3	MAML1	 	transcription regulator	 	 	 	1.02E-04	CXCL8,IL1A,IL1B	53 (12)
Palbo28 vs Cycling0	ZNF410	 	transcription regulator	 	 	 	1.05E-04	MMP1,SERPINB2	 
Palbo14 vs Palbo3	YAP1	 	transcription regulator	 	1.699	bias	1.05E-04	BMP2,CD36,COL9A2,CORIN,CSF2,CSF3,CXCL8,ESR1,IL1A,IL1B,TNFAIP3,VCAM1	46 (19)
