© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Palbo28 vs Palbo3	HES6	 	transcription regulator	 	 	 	2.10E-02	CDKN1A	 
Palbo28 vs Palbo3	SCML2	 	transcription regulator	 	 	 	2.10E-02	CDKN1A	 
Palbo3 vs Cycling0	HLX	 	transcription regulator	 	 	 	2.10E-02	AREG,GDF15	 
Doxo14 vs Cycling0	DLX3	 	transcription regulator	 	 	 	2.10E-02	CDKN1A,PGF	 
Palbo14 vs Palbo3	NFAT5	 	transcription regulator	 	1.308	 	2.11E-02	AREG,BTK,CDKN1A,EDA2R,FCMR,GDF15,ITGAM,PLAC8	 
Palbo28 vs Cycling0	FOXP3	 	transcription regulator	 	 	 	2.12E-02	CDKN1A,DDB2,EOMES,PMAIP1,TIGIT	 
Doxo14 vs Cycling0	CXXC1	 	transcription regulator	 	 	 	2.13E-02	CDKN1A	 
Doxo14 vs Cycling0	ZBTB49	 	transcription regulator	 	 	 	2.13E-02	CDKN1A	 
Doxo14 vs Cycling0	SALL2	 	transcription regulator	 	 	 	2.13E-02	CDKN1A	 
Doxo14 vs Cycling0	CCNT2	 	transcription regulator	 	 	 	2.13E-02	DDIT3	 
Doxo14 vs Cycling0	CGGBP1	 	transcription regulator	 	 	 	2.13E-02	CDKN1A	 
Doxo14 vs Doxo3	MLX	 	transcription regulator	 	 	 	2.14E-02	CCN3,EOMES	 
Palbo28 vs Palbo3	SP3	 	transcription regulator	 	 	 	2.14E-02	CDKN1A,CHRNA3,COL7A1,GDF15,PRLR	 
Doxo3 vs Cycling0	NCOR1	 	transcription regulator	 	-1.342	bias	2.14E-02	ADIPOQ,CDKN1A,PRDM1,SLC5A1,SPINK1	 
Doxo14 vs Doxo3	SOX11	 	transcription regulator	 	 	 	2.17E-02	DCX,FOLH1,PRDM1	 
Palbo14 vs Palbo3	HLX	 	transcription regulator	 	 	 	2.19E-02	AREG,GDF15	 
Palbo14 vs Palbo3	PLAGL1	 	transcription regulator	 	 	 	2.19E-02	CDKN1A,RASGRF1	 
Doxo14 vs Cycling0	CEBPB	 	transcription regulator	Activated	2.701	bias	2.20E-02	ADIPOQ,CDH3,CDKN1A,CYP11A1,CYP3A4,DDIT3,GDF15,HGF,INHBA,KLHDC7B,PPARGC1A,PRDM1,UPP1	 
Doxo21 vs Cycling0	PTF1A	 	transcription regulator	 	 	 	2.20E-02	CEL,IPCEF1,KLHL14	 
Doxo3 vs Cycling0	GLI2	 	transcription regulator	 	0.152	bias	2.21E-02	ATP2A1,CDKN1A,CSTA,JAG1,LAPTM5	 
Doxo21 vs Cycling0	NKX2-3	 	transcription regulator	 	0.098	 	2.21E-02	CAVIN2,CDKN1A,GCH1,GDF15,PMAIP1,RTP4	 
Palbo28 vs Cycling0	SMAD2	 	transcription regulator	 	-1.131	 	2.21E-02	CACNA1C,CDKN1A,INPP5D,SPHK1	 
Doxo14 vs Cycling0	SP1	 	transcription regulator	Activated	2.244	bias	2.22E-02	ACSS1,ATF3,CDKN1A,CHRNA3,CYP11A1,GDF15,HGF,PMAIP1,RNLS,ROBO4,SLC5A1,TFPI2,WNT9A	 
Palbo3 vs Cycling0	HDAC4	 	transcription regulator	 	 	 	2.23E-02	ATF3,CACNA1C,DRP2,GABRG3	 
Doxo14 vs Doxo3	MTDH	 	transcription regulator	 	 	 	2.23E-02	GPC3,LY6D,PIWIL2	 
Doxo21 vs Cycling0	YAP1	 	transcription regulator	 	0.647	bias	2.24E-02	ADGB,ATF3,BMPR1B,CAVIN2,CDKN1A,CYP11A1,DDIT3,GDF15,INHBA,INPP5D,LY75,PMAIP1	 
Palbo14 vs Cycling0	N4BP2L2	 	transcription regulator	 	 	 	2.25E-02	CDKN1A	 
Palbo14 vs Cycling0	YEATS4	 	transcription regulator	 	 	 	2.25E-02	CDKN1A	 
Palbo14 vs Cycling0	ELL	 	transcription regulator	 	 	 	2.25E-02	CDKN1A	 
Palbo14 vs Cycling0	SOX13	 	transcription regulator	 	 	 	2.25E-02	WNT2	 
Palbo14 vs Cycling0	SRCAP	 	transcription regulator	 	 	 	2.25E-02	CDKN1A	 
Palbo14 vs Cycling0	HES6	 	transcription regulator	 	 	 	2.25E-02	CDKN1A	 
Palbo14 vs Cycling0	SCML2	 	transcription regulator	 	 	 	2.25E-02	CDKN1A	 
Palbo28 vs Palbo3	ATF4	 	transcription regulator	 	 	 	2.25E-02	AREG,CDKN1A,GDF15,KLHDC7B,TIGIT	 
Doxo3 vs Cycling0	PKNOX2	 	transcription regulator	 	 	 	2.25E-02	BTG2,CDKN1A	 
Palbo28 vs Palbo3	HLX	 	transcription regulator	 	 	 	2.26E-02	AREG,GDF15	 
Palbo28 vs Palbo3	PLAGL1	 	transcription regulator	 	 	 	2.26E-02	CDKN1A,RASGRF1	 
Palbo14 vs Palbo3	FOXP1	 	transcription regulator	 	 	 	2.27E-02	CDKN1A,ITGAM,PPARGC1A	 
Doxo14 vs Doxo3	TOX	-0.388	transcription regulator	 	 	 	2.27E-02	EOMES,PRDM1	 
Doxo14 vs Doxo3	NPM1	 	transcription regulator	 	 	 	2.27E-02	COL7A1,FZD8,JAG1	 
Doxo14 vs Doxo3	LEF1	 	transcription regulator	 	 	 	2.28E-02	GNAO1,JAG1,LY6D,PRDM1	 
Palbo28 vs Palbo3	LEF1	 	transcription regulator	 	0.000	 	2.28E-02	ADIPOQ,CDKN1A,DNASE1L3,HES7,ST14,TEX15	 
Palbo14 vs Cycling0	Rhox5	 	transcription regulator	 	 	 	2.29E-02	ADIPOQ,BACH2	 
Doxo21 vs Cycling0	SMAD3	 	transcription regulator	Activated	2.599	bias	2.30E-02	CDKN1A,CYP11A1,DDIT3,ESR2,INPP5D,PPARGC1A,THBS4,VIP	 
Doxo14 vs Doxo3	NANOG	 	transcription regulator	 	 	 	2.30E-02	EOMES,GCK,NPIPA1 (includes others)	 
Doxo14 vs Doxo3	HNF1B	 	transcription regulator	 	 	 	2.30E-02	JAG1,SLC5A1,UPP1	 
Doxo14 vs Cycling0	ATF3	2.738	transcription regulator	 	1.489	 	2.31E-02	ADIPOQ,ATF3,CDKN1A,DDIT3,PMAIP1	 
Palbo14 vs Palbo3	CREBZF	 	transcription regulator	 	 	 	2.32E-02	CYP11A1,PPARGC1A	 
Palbo14 vs Palbo3	ZBED6	 	transcription regulator	 	 	 	2.32E-02	GCK,KITLG	 
Palbo14 vs Palbo3	TAF6	 	transcription regulator	 	 	 	2.32E-02	ATF3,CDKN1A	 
Doxo21 vs Cycling0	POU4F1	 	transcription regulator	 	0.205	 	2.32E-02	CDKN1A,DRGX,PMAIP1,VSTM2A	 
Palbo14 vs Cycling0	HIF1A	 	transcription regulator	 	0.498	 	2.32E-02	ADIPOQ,ATP6V0D2,BACH2,CAVIN2,CDKN1A,ERBB4,FOLH1,GCK,SPHK1,TTN	 
Doxo3 vs Cycling0	CXXC1	 	transcription regulator	 	 	 	2.33E-02	CDKN1A	 
Doxo3 vs Cycling0	ZBTB49	 	transcription regulator	 	 	 	2.33E-02	CDKN1A	 
Doxo3 vs Cycling0	SALL2	 	transcription regulator	 	 	 	2.33E-02	CDKN1A	 
Doxo3 vs Cycling0	CCNT2	 	transcription regulator	 	 	 	2.33E-02	DDIT3	 
Doxo3 vs Cycling0	CGGBP1	 	transcription regulator	 	 	 	2.33E-02	CDKN1A	 
Palbo14 vs Palbo3	PRDM5	 	transcription regulator	 	 	 	2.34E-02	CACNA1C,EDNRA,GCK	 
Palbo14 vs Palbo3	TFE3	 	transcription regulator	 	 	 	2.34E-02	ATP6V0D2,GCK,PPARGC1A	 
Doxo21 vs Doxo3	MITF	 	transcription regulator	 	 	 	2.35E-02	ESRP1,GPR143,PPARGC1A,UPP1	 
Doxo21 vs Doxo3	NEUROD1	 	transcription regulator	 	 	 	2.36E-02	DCX,INSM2	 
Palbo28 vs Cycling0	HLTF	 	transcription regulator	 	 	 	2.37E-02	EOMES,ITGAM	 
Palbo28 vs Cycling0	HOXB13	 	transcription regulator	 	 	 	2.37E-02	CDKN1A,SPINK1	 
Palbo28 vs Palbo3	CREBZF	 	transcription regulator	 	 	 	2.39E-02	CYP11A1,PPARGC1A	 
Doxo21 vs Doxo3	FOXI1	 	transcription regulator	 	 	 	2.39E-02	ATP6V0D2	 
Doxo14 vs Doxo3	MYRF	 	transcription regulator	 	 	 	2.40E-02	GRB14,PRDM1	 
Doxo21 vs Cycling0	NOTCH3	 	transcription regulator	 	1.413	 	2.41E-02	CACNA1C,CCN3,CDKN1A,COL5A3,ITGA9	 
Doxo14 vs Cycling0	ATF2	 	transcription regulator	 	1.990	bias	2.43E-02	ATF3,CYBB,DDIT3,PPARGC1A	 
Palbo14 vs Cycling0	ZEB2	 	transcription regulator	 	 	 	2.44E-02	CDKN1A,ESRP1,HERC5	 
Palbo28 vs Cycling0	N4BP2L2	 	transcription regulator	 	 	 	2.45E-02	CDKN1A	 
Palbo28 vs Cycling0	YEATS4	 	transcription regulator	 	 	 	2.45E-02	CDKN1A	 
Palbo28 vs Cycling0	ELL	 	transcription regulator	 	 	 	2.45E-02	CDKN1A	 
Palbo28 vs Cycling0	SOX13	 	transcription regulator	 	 	 	2.45E-02	WNT2	 
Palbo28 vs Cycling0	SRCAP	 	transcription regulator	 	 	 	2.45E-02	CDKN1A	 
Palbo28 vs Cycling0	HES6	 	transcription regulator	 	 	 	2.45E-02	CDKN1A	 
Palbo28 vs Cycling0	SCML2	 	transcription regulator	 	 	 	2.45E-02	CDKN1A	 
Doxo14 vs Cycling0	FOXO3	 	transcription regulator	Activated	2.408	 	2.45E-02	ATP6V0D2,CDKN1A,DDIT3,GRB14,INHBA,PMAIP1,PPARGC1A,PRDM1,TNFRSF1B	 
Doxo3 vs Cycling0	CEBPA	 	transcription regulator	 	1.911	bias	2.46E-02	ADIPOQ,BTG2,CDKN1A,CYP11A1,CYP3A4,GCH1,HGF,NR1I2,PPARGC1A,PPL,PRDM1	 
Doxo21 vs Cycling0	EBF2	 	transcription regulator	 	 	 	2.47E-02	LGI1,THBS4	 
Doxo3 vs Cycling0	DLX3	 	transcription regulator	 	 	 	2.47E-02	CDKN1A,PGF	 
Doxo14 vs Doxo3	CDX2	 	transcription regulator	 	 	 	2.48E-02	PRDM1,SLC15A1,SLC5A1	 
Doxo21 vs Cycling0	MSC	 	transcription regulator	 	 	 	2.50E-02	HGF,ITGA9,ZNF423	 
Palbo14 vs Cycling0	SP1	 	transcription regulator	 	-1.744	 	2.50E-02	CDKN1A,CHRNA3,COL7A1,CYP11A1,DDB2,GDF15,ITGAM,MELTF-AS1,RNLS,SLC5A1	 
Doxo3 vs Cycling0	SREBF1	 	transcription regulator	Activated	2.029	bias	2.51E-02	ACSS1,ADIPOQ,CDKN1A,IFI30,MDK,MTTP,TNFRSF1B,TTN	 
Doxo21 vs Doxo3	IRF6	 	transcription regulator	 	 	 	2.51E-02	APOBEC3H,PPARGC1A	 
Doxo21 vs Cycling0	CEBPB	 	transcription regulator	Activated	2.527	bias	2.52E-02	ADIPOQ,CDH3,CDKN1A,CYP11A1,CYP3A4,DDIT3,GDF15,HGF,INHBA,KLHDC7B,PPARGC1A,UPP1	 
Palbo28 vs Palbo3	HDAC4	 	transcription regulator	 	 	 	2.52E-02	CACNA1C,CDKN1A,DRP2,GABRG3	 
Doxo3 vs Cycling0	FOXP3	 	transcription regulator	 	 	 	2.53E-02	CDKN1A,DDB2,EOMES,PMAIP1,PRDM1,TIGIT	 
Doxo21 vs Cycling0	HMG20A	 	transcription regulator	Activated	2.000	bias	2.53E-02	ATF3,GCH1,INHBA,RTP4	 
Palbo28 vs Cycling0	PPARGC1A	-0.120	transcription regulator	 	-0.844	 	2.54E-02	ADIPOQ,CDKN1A,CYP11A1,CYP3A4,GDF15,GNAO1,NR1I3,PMAIP1,UCP2	 
Doxo21 vs Cycling0	SP1	 	transcription regulator	Activated	2.057	bias	2.54E-02	ACSS1,ATF3,CDKN1A,CYP11A1,GDF15,HGF,ITGAM,PMAIP1,RNLS,ROBO4,SLC5A1,WNT9A	 
Doxo14 vs Cycling0	LDB1	 	transcription regulator	 	0.000	 	2.55E-02	ASIP,ATP8A2,BTK,CDKN1A,KITLG,MDK,SLC15A1,TNFRSF1B	 
Doxo14 vs Cycling0	FOXA2	 	transcription regulator	 	0.753	bias	2.55E-02	APOBR,CDKN1A,COL17A1,CYP3A4,DCX,ERBB4,INHBA,MTTP,NR1I2,SPINK1	 
Doxo14 vs Cycling0	NCOA1	 	transcription regulator	 	 	 	2.55E-02	ADIPOQ,BTG2,CDKN1A,CYP11A1,EOMES	 
Palbo14 vs Cycling0	TFAP2A	 	transcription regulator	 	 	 	2.57E-02	CDKN1A,CHRNA3,COL7A1,CYP11A1	 
Palbo14 vs Cycling0	PLAGL1	 	transcription regulator	 	 	 	2.57E-02	CDKN1A,RASGRF1	 
Palbo14 vs Palbo3	NFIL3	 	transcription regulator	 	 	 	2.58E-02	CDKN1A,EOMES	 
Palbo28 vs Palbo3	HDAC5	 	transcription regulator	 	 	 	2.58E-02	CDKN1A,DRP2,PPARGC1A	 
Doxo14 vs Doxo3	USF2	 	transcription regulator	 	 	 	2.59E-02	GCK,HGF	 
Doxo14 vs Doxo3	BACH2	-0.273	transcription regulator	 	 	 	2.59E-02	PRDM1,TIGIT	 
Palbo3 vs Cycling0	MYOCD	 	transcription regulator	 	 	 	2.62E-02	CACNA1C,KCNJ3,TTN	 
Palbo28 vs Cycling0	GLI2	 	transcription regulator	 	-1.067	 	2.62E-02	CDKN1A,CSTA,HHIP,LAPTM5	 
Doxo14 vs Cycling0	CREB1	 	transcription regulator	 	1.129	bias	2.63E-02	ATF3,BTG2,CACNA1C,CDKN1A,CYP11A1,DCX,INHBA,PPARGC1A,RASGRF1,RSPO2,TMEFF2,UPP1	 
Doxo3 vs Cycling0	TAF4	 	transcription regulator	 	 	 	2.63E-02	CDH3,DDIT3,PPARGC1A,WNT9A	 
Palbo28 vs Palbo3	NFIL3	 	transcription regulator	 	 	 	2.65E-02	CDKN1A,EOMES	 
Palbo14 vs Cycling0	VDR	 	transcription regulator	 	1.400	 	2.66E-02	ADIPOQ,ATP6V0D2,CDKN1A,CYP3A4,RNF144A,UCP2	 
Palbo14 vs Cycling0	TBX3	 	transcription regulator	Inhibited	-2.236	 	2.67E-02	COL7A1,HYI,KCNJ3,SPHK1,TTN	 
Doxo14 vs Cycling0	MECP2	 	transcription regulator	 	 	 	2.67E-02	BEX2,CACNA1C,GABBR2,RSPO2,TFPI2,WNT9A	 
Doxo21 vs Cycling0	GATA1	 	transcription regulator	Activated	2.219	bias	2.68E-02	BACH2,BTG2,CDKN1A,CYBB,DMTN,FYB1,PLEK	 
Palbo3 vs Cycling0	ZXDC	 	transcription regulator	 	 	 	2.68E-02	ITGAM	 
Palbo3 vs Cycling0	LBX1	 	transcription regulator	 	 	 	2.68E-02	DRGX	 
Palbo3 vs Cycling0	SP6	 	transcription regulator	 	 	 	2.68E-02	SPHK1	 
Palbo3 vs Cycling0	NKAP	 	transcription regulator	 	 	 	2.68E-02	ST8SIA6	 
Doxo21 vs Cycling0	SOX11	 	transcription regulator	Activated	2.236	bias	2.69E-02	BMPR1B,DCX,DRAXIN,ERBB4,FOLH1	 
Doxo21 vs Cycling0	RNF2	 	transcription regulator	 	 	 	2.70E-02	CDKN1A,GDF15,TMEFF2	 
Doxo14 vs Doxo3	LDB1	 	transcription regulator	 	 	 	2.71E-02	ATP8A2,BTK,ESR2,SLC15A1	 
Palbo14 vs Palbo3	SS18	 	transcription regulator	 	 	 	2.71E-02	GCH1,HES4	 
Doxo21 vs Doxo3	GLI1	 	transcription regulator	 	-0.896	 	2.71E-02	FAM201A,FOLH1,GPC3,LAPTM5,PPARGC1A,SPINK4	 
Doxo3 vs Cycling0	TCF7L1	 	transcription regulator	 	0.000	 	2.72E-02	ATF3,EOMES,KCNJ3,VSTM2A	 
Palbo28 vs Cycling0	TCF3	 	transcription regulator	 	-0.966	 	2.72E-02	ADIPOQ,ATF3,BACH2,CDKN1A,CYP11A1,LY6D,PLAC8,PTPRU	 
Doxo21 vs Cycling0	TCF3	 	transcription regulator	 	0.966	 	2.73E-02	ADIPOQ,ATF3,BACH2,CDKN1A,CYP11A1,LY6D,PLAC8,PTPRU,TOX	 
Doxo14 vs Doxo3	SMARCA1	 	transcription regulator	 	 	 	2.74E-02	SFN	 
Palbo14 vs Palbo3	CMTM2	 	transcription regulator	 	 	 	2.74E-02	CYP11A1	 
Palbo14 vs Palbo3	ZXDC	 	transcription regulator	 	 	 	2.74E-02	ITGAM	 
Palbo14 vs Palbo3	LBX1	 	transcription regulator	 	 	 	2.74E-02	DRGX	 
Palbo14 vs Palbo3	NOC2L	 	transcription regulator	 	 	 	2.74E-02	CDKN1A	 
Doxo14 vs Cycling0	NEUROG3	 	transcription regulator	 	 	 	2.75E-02	CDKN1A,CPB1,MDK,PPY	 
Doxo21 vs Cycling0	EBF1	 	transcription regulator	 	 	 	2.75E-02	ADIPOQ,INPP5D,ITK,PPARGC1A,SHC4	 
Palbo28 vs Cycling0	RUNX3	 	transcription regulator	 	 	 	2.75E-02	CAPN6,CDKN1A,EOMES,ITGAM	 
Palbo28 vs Cycling0	KLF6	 	transcription regulator	 	-0.244	 	2.76E-02	ATF3,CDKN1A,CYBB,IFI30,PMAIP1,SEMA4D	 
Palbo14 vs Cycling0	ZBTB16	 	transcription regulator	 	1.461	 	2.76E-02	ACER2,BACH2,CDKN1A,GALE,ITGAM	 
Palbo3 vs Cycling0	TAF4	 	transcription regulator	 	 	 	2.76E-02	AREG,CDH3,PPARGC1A	 
Palbo14 vs Palbo3	MYOCD	 	transcription regulator	 	 	 	2.77E-02	CACNA1C,CDKN1A,KCNJ3	 
Palbo3 vs Cycling0	TRIM28	 	transcription regulator	 	1.000	 	2.77E-02	AREG,ERBB4,GDF15,KITLG	 
Doxo14 vs Cycling0	IRF4	 	transcription regulator	 	-0.656	 	2.78E-02	BACH2,BTLA,DDIT3,EOMES,INPP5D,PRDM1	 
Doxo21 vs Doxo3	NOCT	 	transcription regulator	 	 	 	2.78E-02	TMEFF2	 
Palbo28 vs Palbo3	CMTM2	 	transcription regulator	 	 	 	2.79E-02	CYP11A1	 
Palbo28 vs Palbo3	LBX1	 	transcription regulator	 	 	 	2.79E-02	DRGX	 
Palbo28 vs Palbo3	NKAP	 	transcription regulator	 	 	 	2.79E-02	ST8SIA6	 
Palbo28 vs Palbo3	NOC2L	 	transcription regulator	 	 	 	2.79E-02	CDKN1A	 
Palbo3 vs Cycling0	TCF3	 	transcription regulator	 	0.784	 	2.84E-02	AREG,ATF3,BACH2,LY6D,PLAC8,PTPRU,TOX	 
Palbo3 vs Cycling0	TCF7L1	 	transcription regulator	 	 	 	2.84E-02	ATF3,EOMES,KCNJ3	 
Doxo3 vs Cycling0	CREBBP	 	transcription regulator	 	 	 	2.84E-02	CDKN1A,CYBB,CYP11A1,DCX,EOMES,ITGA9,PPARGC1A,RCSD1,RTP4,STOM	 
Palbo28 vs Cycling0	TFAP2C	 	transcription regulator	 	 	 	2.84E-02	CDKN1A,CYP11A1,EOMES	 
Palbo14 vs Palbo3	FOXF1	 	transcription regulator	 	 	 	2.85E-02	CACNA1C,CDKN1A	 
Doxo21 vs Doxo3	CREBBP	 	transcription regulator	 	 	 	2.85E-02	CYBB,DCX,EOMES,PPARGC1A,SMOC1	 
Doxo21 vs Cycling0	SREBF1	 	transcription regulator	 	1.829	bias	2.85E-02	ACSS1,ADIPOQ,CDKN1A,IFI30,MDK,MTTP,TTN	 
Doxo21 vs Cycling0	ERF	 	transcription regulator	 	 	 	2.86E-02	COL17A1,NOTCH4	 
Palbo14 vs Palbo3	TP73	 	transcription regulator	 	-0.652	 	2.87E-02	ATF3,CADM1,CDKN1A,FDXR,INPP5D,PPL,PRAG1,SFN	 
Doxo14 vs Doxo3	FOXP3	 	transcription regulator	 	 	 	2.88E-02	EOMES,PRDM1,TIGIT	 
Palbo28 vs Palbo3	MYOCD	 	transcription regulator	 	 	 	2.88E-02	CACNA1C,CDKN1A,TTN	 
Palbo14 vs Cycling0	EPAS1	 	transcription regulator	 	 	 	2.89E-02	ADIPOQ,CDKN1A,GALR2,ITGAM,SPHK1,ZNF423	 
Doxo21 vs Cycling0	ASCL1	 	transcription regulator	 	1.982	bias	2.90E-02	CDKN1A,DCX,NFASC,SEZ6L	 
Doxo21 vs Cycling0	N4BP2L2	 	transcription regulator	 	 	 	2.91E-02	CDKN1A	 
Doxo21 vs Cycling0	YEATS4	 	transcription regulator	 	 	 	2.91E-02	CDKN1A	 
Doxo21 vs Cycling0	ELL	 	transcription regulator	 	 	 	2.91E-02	CDKN1A	 
Doxo21 vs Cycling0	SOX13	 	transcription regulator	 	 	 	2.91E-02	WNT2	 
Doxo21 vs Cycling0	SRCAP	 	transcription regulator	 	 	 	2.91E-02	CDKN1A	 
Doxo21 vs Cycling0	HES6	 	transcription regulator	 	 	 	2.91E-02	CDKN1A	 
Doxo21 vs Cycling0	SCML2	 	transcription regulator	 	 	 	2.91E-02	CDKN1A	 
Palbo14 vs Palbo3	KLF2	 	transcription regulator	 	 	 	2.92E-02	CDKN1A,KITLG,PGF,TFPI2	 
Palbo28 vs Palbo3	NEUROG2	 	transcription regulator	 	 	 	2.93E-02	DCX,INSM2	 
Palbo28 vs Palbo3	FOXF1	 	transcription regulator	 	 	 	2.93E-02	CACNA1C,CDKN1A	 
Doxo14 vs Doxo3	ZBTB20	 	transcription regulator	 	 	 	2.93E-02	GCK,GPC3	 
Doxo21 vs Doxo3	JUNB	 	transcription regulator	 	 	 	2.95E-02	COL7A1,INHBA,RASGRF1	 
Palbo3 vs Cycling0	HIF1A	 	transcription regulator	 	0.388	 	2.96E-02	BACH2,ERBB4,FOLH1,HIF3A,KITLG,PGF,PLAC8,SPHK1,TTN	 
Palbo14 vs Cycling0	CMTM2	 	transcription regulator	 	 	 	2.99E-02	CYP11A1	 
Palbo14 vs Cycling0	ZXDC	 	transcription regulator	 	 	 	2.99E-02	ITGAM	 
Palbo14 vs Cycling0	LBX1	 	transcription regulator	 	 	 	2.99E-02	DRGX	 
Palbo14 vs Cycling0	SP6	 	transcription regulator	 	 	 	2.99E-02	SPHK1	 
Palbo14 vs Cycling0	NOC2L	 	transcription regulator	 	 	 	2.99E-02	CDKN1A	 
Palbo14 vs Palbo3	CBX3	 	transcription regulator	 	 	 	2.99E-02	CDKN1A,PPL	 
Doxo21 vs Doxo3	TOX	-1.103	transcription regulator	 	 	 	2.99E-02	EOMES,PRDM1	 
Palbo14 vs Palbo3	TCF7L1	 	transcription regulator	 	 	 	3.00E-02	ATF3,EOMES,KCNJ3	 
Palbo28 vs Cycling0	PLAGL1	 	transcription regulator	 	 	 	3.01E-02	CDKN1A,RASGRF1	 
Palbo14 vs Palbo3	PML	 	transcription regulator	 	-1.124	 	3.03E-02	ADIPOQ,CDKN1A,PPARGC1A,UCP2	 
Palbo28 vs Cycling0	ZEB2	 	transcription regulator	 	 	 	3.03E-02	CDKN1A,HERC5,INPP5D	 
Palbo3 vs Cycling0	MTDH	 	transcription regulator	 	 	 	3.04E-02	FTCD,LY6D,PGF,PIWIL2	 
Palbo28 vs Palbo3	TAF4	 	transcription regulator	 	 	 	3.04E-02	AREG,CDH3,PPARGC1A	 
Doxo3 vs Cycling0	SND1	 	transcription regulator	 	0.000	bias	3.07E-02	ADCY8,GABRG3,JAG1,LAPTM5,SLC15A1,UFSP1	 
Doxo14 vs Doxo3	POU3F3	 	transcription regulator	 	 	 	3.07E-02	SLC12A1	 
Doxo21 vs Cycling0	TCF4	 	transcription regulator	 	1.342	bias	3.09E-02	BACH2,CADM1,CDKN1A,GRB14,INHBA,LY6D,NANOS1,PLAC8	 
Palbo14 vs Cycling0	LEF1	 	transcription regulator	Activated	2.449	 	3.09E-02	ADIPOQ,CDKN1A,KCNJ3,LY6D,ST14,TEX15	 
Palbo28 vs Palbo3	CREBBP	 	transcription regulator	 	 	 	3.10E-02	CDKN1A,CYBB,CYP11A1,DCX,EOMES,PPARGC1A,SMOC1	 
Palbo28 vs Cycling0	ZBTB17	 	transcription regulator	 	 	 	3.12E-02	CDKN1A,DDB2,PMAIP1	 
Palbo14 vs Palbo3	PBX1	 	transcription regulator	 	 	 	3.13E-02	CDKN1A,GCK	 
Palbo14 vs Palbo3	SOX11	 	transcription regulator	 	1.000	 	3.14E-02	BMPR1B,ERBB4,FCMR,FOLH1	 
Palbo14 vs Palbo3	FOXC1	 	transcription regulator	 	-1.000	 	3.14E-02	CSTA,DSG3,IFI30,SFN	 
Doxo14 vs Cycling0	ZNF148	 	transcription regulator	 	 	 	3.15E-02	CDKN1A,RNLS	 
Doxo14 vs Doxo3	PRDM16	 	transcription regulator	 	 	 	3.15E-02	CCN3,HGF	 
Doxo14 vs Doxo3	TFAP2C	 	transcription regulator	 	 	 	3.15E-02	EOMES,JAG1	 
Doxo21 vs Doxo3	MYRF	 	transcription regulator	 	 	 	3.16E-02	GDF15,PRDM1	 
Palbo14 vs Cycling0	HDAC4	 	transcription regulator	 	 	 	3.16E-02	CACNA1C,CDKN1A,DRP2,GABRG3	 
Doxo3 vs Cycling0	TCF3	 	transcription regulator	 	1.230	bias	3.17E-02	ADIPOQ,ATF3,BACH2,CDKN1A,CYP11A1,LY6D,PLAC8,PRDM1,PTPRU,TOX	 
Doxo21 vs Doxo3	SMARCA1	 	transcription regulator	 	 	 	3.17E-02	SFN	 
Doxo21 vs Cycling0	CREB1	 	transcription regulator	 	0.863	bias	3.18E-02	ATF3,BTG2,CACNA1C,CDKN1A,CYP11A1,DCX,INHBA,PPARGC1A,RSPO2,TMEFF2,UPP1	 
Palbo28 vs Cycling0	TAF6	 	transcription regulator	 	 	 	3.18E-02	ATF3,CDKN1A	 
Doxo14 vs Cycling0	N4BP2L2	 	transcription regulator	 	 	 	3.18E-02	CDKN1A	 
Doxo14 vs Cycling0	YEATS4	 	transcription regulator	 	 	 	3.18E-02	CDKN1A	 
Doxo14 vs Cycling0	ELL	 	transcription regulator	 	 	 	3.18E-02	CDKN1A	 
Doxo14 vs Cycling0	SOX13	 	transcription regulator	 	 	 	3.18E-02	WNT2	 
Doxo14 vs Cycling0	TLE4	 	transcription regulator	 	 	 	3.18E-02	PRDM1	 
Doxo14 vs Cycling0	SRCAP	 	transcription regulator	 	 	 	3.18E-02	CDKN1A	 
Doxo14 vs Cycling0	HES6	 	transcription regulator	 	 	 	3.18E-02	CDKN1A	 
Doxo14 vs Cycling0	SCML2	 	transcription regulator	 	 	 	3.18E-02	CDKN1A	 
Palbo28 vs Palbo3	PML	 	transcription regulator	 	-0.334	 	3.18E-02	ADIPOQ,CDKN1A,PPARGC1A,UCP2	 
Doxo3 vs Cycling0	ATF3	2.019	transcription regulator	 	1.489	 	3.19E-02	ADIPOQ,ATF3,CDKN1A,DDIT3,PMAIP1	 
Doxo21 vs Doxo3	SOX11	 	transcription regulator	 	 	 	3.19E-02	DCX,FOLH1,PRDM1	 
Doxo21 vs Doxo3	FOXC1	 	transcription regulator	 	 	 	3.19E-02	CSTA,IFI30,SFN	 
Doxo3 vs Cycling0	ATF2	 	transcription regulator	 	1.990	bias	3.19E-02	ATF3,CYBB,DDIT3,PPARGC1A	 
Palbo28 vs Cycling0	SMAD4	 	transcription regulator	 	-0.955	 	3.20E-02	BTLA,CDH3,CDKN1A,COL7A1,INPP5D,ITGA9,SPHK1,VIP	 
Doxo21 vs Doxo3	CREB1	 	transcription regulator	 	0.000	bias	3.21E-02	DCX,INHBA,PPARGC1A,RASGRF1,TMEFF2,UPP1	 
